😀	Gesicht, grinsendes Gesicht, lol, lustig
👩🏼‍🌾	Bäuerin, Bäuerin: mittelhelle Hautfarbe, Landwirtin, mittelhelle Hautfarbe, Ähre
👩🏽‍🌾	Bäuerin, Bäuerin: mittlere Hautfarbe, Landwirtin, mittlere Hautfarbe, Ähre
👩🏾‍🌾	Bäuerin, Bäuerin: mitteldunkle Hautfarbe, Landwirtin, mitteldunkle Hautfarbe, Ähre
👩🏿‍🌾	Bäuerin, Bäuerin: dunkle Hautfarbe, Landwirtin, dunkle Hautfarbe, Ähre
👨‍🍳	Koch, Kochen
👨🏻‍🍳	Koch, Koch: helle Hautfarbe, Kochen, helle Hautfarbe
👨🏼‍🍳	Koch, Koch: mittelhelle Hautfarbe, Kochen, mittelhelle Hautfarbe
👨🏽‍🍳	Koch, Koch: mittlere Hautfarbe, Kochen, mittlere Hautfarbe
👨🏾‍🍳	Koch, Koch: mitteldunkle Hautfarbe, Kochen, mitteldunkle Hautfarbe
👨🏿‍🍳	Koch, Koch: dunkle Hautfarbe, Kochen, dunkle Hautfarbe
👩‍🍳	Köchin, kochen
👩🏻‍🍳	Köchin, Köchin: helle Hautfarbe, helle Hautfarbe, kochen
👩🏼‍🍳	Köchin, Köchin: mittelhelle Hautfarbe, kochen, mittelhelle Hautfarbe
👩🏽‍🍳	Köchin, Köchin: mittlere Hautfarbe, kochen, mittlere Hautfarbe
👩🏾‍🍳	Köchin, Köchin: mitteldunkle Hautfarbe, kochen, mitteldunkle Hautfarbe
👩🏿‍🍳	Köchin, Köchin: dunkle Hautfarbe, dunkle Hautfarbe, kochen
👨‍🔧	Elektriker, Handwerker, Klempner, Mechaniker
👨🏻‍🔧	Elektriker, Handwerker, Klempner, Mechaniker, Mechaniker: helle Hautfarbe, helle Hautfarbe
👨🏼‍🔧	Elektriker, Handwerker, Klempner, Mechaniker, Mechaniker: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍🔧	Elektriker, Handwerker, Klempner, Mechaniker, Mechaniker: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍🔧	Elektriker, Handwerker, Klempner, Mechaniker, Mechaniker: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍🔧	Elektriker, Handwerker, Klempner, Mechaniker, Mechaniker: dunkle Hautfarbe, dunkle Hautfarbe
👩‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin
👩🏻‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin, Mechanikerin: helle Hautfarbe, helle Hautfarbe
👩🏼‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin, Mechanikerin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin, Mechanikerin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin, Mechanikerin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍🔧	Elektrikerin, Handwerkerin, Klempnerin, Mechanikerin, Mechanikerin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍🏭	Fabrik, Fabrikarbeiter
👨🏻‍🏭	Fabrik, Fabrikarbeiter, Fabrikarbeiter: helle Hautfarbe, helle Hautfarbe
👨🏼‍🏭	Fabrik, Fabrikarbeiter, Fabrikarbeiter: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍🏭	Fabrik, Fabrikarbeiter, Fabrikarbeiter: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍🏭	Fabrik, Fabrikarbeiter, Fabrikarbeiter: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍🏭	Fabrik, Fabrikarbeiter, Fabrikarbeiter: dunkle Hautfarbe, dunkle Hautfarbe
👩‍🏭	Fabrik, Fabrikarbeiterin
👩🏻‍🏭	Fabrik, Fabrikarbeiterin, Fabrikarbeiterin: helle Hautfarbe, helle Hautfarbe
👩🏼‍🏭	Fabrik, Fabrikarbeiterin, Fabrikarbeiterin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍🏭	Fabrik, Fabrikarbeiterin, Fabrikarbeiterin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍🏭	Fabrik, Fabrikarbeiterin, Fabrikarbeiterin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍🏭	Fabrik, Fabrikarbeiterin, Fabrikarbeiterin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍💼	Angestellter, Büro, Büroangestellter, Manager
👨🏻‍💼	Angestellter, Büro, Büroangestellter, Büroangestellter: helle Hautfarbe, Manager, helle Hautfarbe
👨🏼‍💼	Angestellter, Büro, Büroangestellter, Büroangestellter: mittelhelle Hautfarbe, Manager, mittelhelle Hautfarbe
👨🏽‍💼	Angestellter, Büro, Büroangestellter, Büroangestellter: mittlere Hautfarbe, Manager, mittlere Hautfarbe
👨🏾‍💼	Angestellter, Büro, Büroangestellter, Büroangestellter: mitteldunkle Hautfarbe, Manager, mitteldunkle Hautfarbe
👨🏿‍💼	Angestellter, Büro, Büroangestellter, Büroangestellter: dunkle Hautfarbe, Manager, dunkle Hautfarbe
👩‍💼	Angestellte, Büro, Büroangestellte, Mangerin
👩🏻‍💼	Angestellte, Büro, Büroangestellte, Büroangestellte: helle Hautfarbe, Mangerin, helle Hautfarbe
👩🏼‍💼	Angestellte, Büro, Büroangestellte, Büroangestellte: mittelhelle Hautfarbe, Mangerin, mittelhelle Hautfarbe
👩🏽‍💼	Angestellte, Büro, Büroangestellte, Büroangestellte: mittlere Hautfarbe, Mangerin, mittlere Hautfarbe
👩🏾‍💼	Angestellte, Büro, Büroangestellte, Büroangestellte: mitteldunkle Hautfarbe, Mangerin, mitteldunkle Hautfarbe
👩🏿‍💼	Angestellte, Büro, Büroangestellte, Büroangestellte: dunkle Hautfarbe, Mangerin, dunkle Hautfarbe
👨‍🔬	Forscher, Labor, Wissenschaftler
👨🏻‍🔬	Forscher, Labor, Wissenschaftler, Wissenschaftler: helle Hautfarbe, helle Hautfarbe
👨🏼‍🔬	Forscher, Labor, Wissenschaftler, Wissenschaftler: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍🔬	Forscher, Labor, Wissenschaftler, Wissenschaftler: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍🔬	Forscher, Labor, Wissenschaftler, Wissenschaftler: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍🔬	Forscher, Labor, Wissenschaftler, Wissenschaftler: dunkle Hautfarbe, dunkle Hautfarbe
👩‍🔬	Forscherin, Labor, Wissenschaftlerin
👩🏻‍🔬	Forscherin, Labor, Wissenschaftlerin, Wissenschaftlerin: helle Hautfarbe, helle Hautfarbe
👩🏼‍🔬	Forscherin, Labor, Wissenschaftlerin, Wissenschaftlerin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍🔬	Forscherin, Labor, Wissenschaftlerin, Wissenschaftlerin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍🔬	Forscherin, Labor, Wissenschaftlerin, Wissenschaftlerin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍🔬	Forscherin, Labor, Wissenschaftlerin, Wissenschaftlerin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍💻	Bildschirm, Computer, Entwickler, IT-Experte
👨🏻‍💻	Bildschirm, Computer, Entwickler, IT-Experte, IT-Experte: helle Hautfarbe, helle Hautfarbe
👨🏼‍💻	Bildschirm, Computer, Entwickler, IT-Experte, IT-Experte: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍💻	Bildschirm, Computer, Entwickler, IT-Experte, IT-Experte: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍💻	Bildschirm, Computer, Entwickler, IT-Experte, IT-Experte: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍💻	Bildschirm, Computer, Entwickler, IT-Experte, IT-Experte: dunkle Hautfarbe, dunkle Hautfarbe
👩‍💻	Bildschirm, Computer, Entwickler, IT-Expertin
👩🏻‍💻	Bildschirm, Computer, Entwickler, IT-Expertin, IT-Expertin: helle Hautfarbe, helle Hautfarbe
👩🏼‍💻	Bildschirm, Computer, Entwickler, IT-Expertin, IT-Expertin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍💻	Bildschirm, Computer, Entwickler, IT-Expertin, IT-Expertin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍💻	Bildschirm, Computer, Entwickler, IT-Expertin, IT-Expertin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍💻	Bildschirm, Computer, Entwickler, IT-Expertin, IT-Expertin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍🎤	Mann, Mikrofon, Popstar, Sänger
👨🏻‍🎤	Mann, Mikrofon, Popstar, Sänger, Sänger: helle Hautfarbe, helle Hautfarbe
👨🏼‍🎤	Mann, Mikrofon, Popstar, Sänger, Sänger: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍🎤	Mann, Mikrofon, Popstar, Sänger, Sänger: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍🎤	Mann, Mikrofon, Popstar, Sänger, Sänger: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍🎤	Mann, Mikrofon, Popstar, Sänger, Sänger: dunkle Hautfarbe, dunkle Hautfarbe
👩‍🎤	Frau, Mikrofon, Popstar, Sängerin
👩🏻‍🎤	Frau, Mikrofon, Popstar, Sängerin, Sängerin: helle Hautfarbe, helle Hautfarbe
👩🏼‍🎤	Frau, Mikrofon, Popstar, Sängerin, Sängerin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍🎤	Frau, Mikrofon, Popstar, Sängerin, Sängerin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍🎤	Frau, Mikrofon, Popstar, Sängerin, Sängerin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍🎤	Frau, Mikrofon, Popstar, Sängerin, Sängerin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍🎨	Farbpalette, Künstler, Maler, Mann
👨🏻‍🎨	Farbpalette, Künstler, Künstler: helle Hautfarbe, Maler, Mann, helle Hautfarbe
👨🏼‍🎨	Farbpalette, Künstler, Künstler: mittelhelle Hautfarbe, Maler, Mann, mittelhelle Hautfarbe
👨🏽‍🎨	Farbpalette, Künstler, Künstler: mittlere Hautfarbe, Maler, Mann, mittlere Hautfarbe
👨🏾‍🎨	Farbpalette, Künstler, Künstler: mitteldunkle Hautfarbe, Maler, Mann, mitteldunkle Hautfarbe
👨🏿‍🎨	Farbpalette, Künstler, Künstler: dunkle Hautfarbe, Maler, Mann, dunkle Hautfarbe
👩‍🎨	Farbpalette, Frau, Künstlerin, Malerin
👩🏻‍🎨	Farbpalette, Frau, Künstlerin, Künstlerin: helle Hautfarbe, Malerin, helle Hautfarbe
👩🏼‍🎨	Farbpalette, Frau, Künstlerin, Künstlerin: mittelhelle Hautfarbe, Malerin, mittelhelle Hautfarbe
👩🏽‍🎨	Farbpalette, Frau, Künstlerin, Künstlerin: mittlere Hautfarbe, Malerin, mittlere Hautfarbe
👩🏾‍🎨	Farbpalette, Frau, Künstlerin, Künstlerin: mitteldunkle Hautfarbe, Malerin, mitteldunkle Hautfarbe
👩🏿‍🎨	Farbpalette, Frau, Künstlerin, Künstlerin: dunkle Hautfarbe, Malerin, dunkle Hautfarbe
👨‍✈	Flugzeug, Mann, Pilot
👨🏻‍✈	Flugzeug, Mann, Pilot, Pilot: helle Hautfarbe, helle Hautfarbe
👨🏼‍✈	Flugzeug, Mann, Pilot, Pilot: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽‍✈	Flugzeug, Mann, Pilot, Pilot: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾‍✈	Flugzeug, Mann, Pilot, Pilot: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿‍✈	Flugzeug, Mann, Pilot, Pilot: dunkle Hautfarbe, dunkle Hautfarbe
👩‍✈	Flugzeug, Frau, Pilotin
👩🏻‍✈	Flugzeug, Frau, Pilotin, Pilotin: helle Hautfarbe, helle Hautfarbe
👩🏼‍✈	Flugzeug, Frau, Pilotin, Pilotin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽‍✈	Flugzeug, Frau, Pilotin, Pilotin: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾‍✈	Flugzeug, Frau, Pilotin, Pilotin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿‍✈	Flugzeug, Frau, Pilotin, Pilotin: dunkle Hautfarbe, dunkle Hautfarbe
👨‍🚀	Astronaut, Mann, Raumfahrt, Weltraum
👨🏻‍🚀	Astronaut, Astronaut: helle Hautfarbe, Mann, Raumfahrt, Weltraum, helle Hautfarbe
👨🏼‍🚀	Astronaut, Astronaut: mittelhelle Hautfarbe, Mann, Raumfahrt, Weltraum, mittelhelle Hautfarbe
👨🏽‍🚀	Astronaut, Astronaut: mittlere Hautfarbe, Mann, Raumfahrt, Weltraum, mittlere Hautfarbe
👨🏾‍🚀	Astronaut, Astronaut: mitteldunkle Hautfarbe, Mann, Raumfahrt, Weltraum, mitteldunkle Hautfarbe
👨🏿‍🚀	Astronaut, Astronaut: dunkle Hautfarbe, Mann, Raumfahrt, Weltraum, dunkle Hautfarbe
👩‍🚀	Astronautin, Frau, Raumfahrt, Weltraum
👩🏻‍🚀	Astronautin, Astronautin: helle Hautfarbe, Frau, Raumfahrt, Weltraum, helle Hautfarbe
👩🏼‍🚀	Astronautin, Astronautin: mittelhelle Hautfarbe, Frau, Raumfahrt, Weltraum, mittelhelle Hautfarbe
👩🏽‍🚀	Astronautin, Astronautin: mittlere Hautfarbe, Frau, Raumfahrt, Weltraum, mittlere Hautfarbe
👩🏾‍🚀	Astronautin, Astronautin: mitteldunkle Hautfarbe, Frau, Raumfahrt, Weltraum, mitteldunkle Hautfarbe
👩🏿‍🚀	Astronautin, Astronautin: dunkle Hautfarbe, Frau, Raumfahrt, Weltraum, dunkle Hautfarbe
👨‍🚒	Feuerwehrhelm, Feuerwehrmann, Mann
👨🏻‍🚒	Feuerwehrhelm, Feuerwehrmann, Feuerwehrmann: helle Hautfarbe, Mann, helle Hautfarbe
👨🏼‍🚒	Feuerwehrhelm, Feuerwehrmann, Feuerwehrmann: mittelhelle Hautfarbe, Mann, mittelhelle Hautfarbe
👨🏽‍🚒	Feuerwehrhelm, Feuerwehrmann, Feuerwehrmann: mittlere Hautfarbe, Mann, mittlere Hautfarbe
👨🏾‍🚒	Feuerwehrhelm, Feuerwehrmann, Feuerwehrmann: mitteldunkle Hautfarbe, Mann, mitteldunkle Hautfarbe
👨🏿‍🚒	Feuerwehrhelm, Feuerwehrmann, Feuerwehrmann: dunkle Hautfarbe, Mann, dunkle Hautfarbe
👩‍🚒	Feuerwehrfrau, Feuerwehrhelm, Frau
👩🏻‍🚒	Feuerwehrfrau, Feuerwehrfrau: helle Hautfarbe, Feuerwehrhelm, Frau, helle Hautfarbe
👩🏼‍🚒	Feuerwehrfrau, Feuerwehrfrau: mittelhelle Hautfarbe, Feuerwehrhelm, Frau, mittelhelle Hautfarbe
👩🏽‍🚒	Feuerwehrfrau, Feuerwehrfrau: mittlere Hautfarbe, Feuerwehrhelm, Frau, mittlere Hautfarbe
👩🏾‍🚒	Feuerwehrfrau, Feuerwehrfrau: mitteldunkle Hautfarbe, Feuerwehrhelm, Frau, mitteldunkle Hautfarbe
👩🏿‍🚒	Feuerwehrfrau, Feuerwehrfrau: dunkle Hautfarbe, Feuerwehrhelm, Frau, dunkle Hautfarbe
👮	Gesicht, Polizei, Polizist(in)
👮🏻	Gesicht, Polizei, Polizist(in), Polizist(in): helle Hautfarbe, helle Hautfarbe
👮🏼	Gesicht, Polizei, Polizist(in), Polizist(in): mittelhelle Hautfarbe, mittelhelle Hautfarbe
👮🏽	Gesicht, Polizei, Polizist(in), Polizist(in): mittlere Hautfarbe, mittlere Hautfarbe
👮🏾	Gesicht, Polizei, Polizist(in), Polizist(in): mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👮🏿	Gesicht, Polizei, Polizist(in), Polizist(in): dunkle Hautfarbe, dunkle Hautfarbe
👮‍♂	Mann, Polizei, Polizist
👮🏻‍♂	Mann, Polizei, Polizist, Polizist: helle Hautfarbe, helle Hautfarbe
👮🏼‍♂	Mann, Polizei, Polizist, Polizist: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👮🏽‍♂	Mann, Polizei, Polizist, Polizist: mittlere Hautfarbe, mittlere Hautfarbe
👮🏾‍♂	Mann, Polizei, Polizist, Polizist: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👮🏿‍♂	Mann, Polizei, Polizist, Polizist: dunkle Hautfarbe, dunkle Hautfarbe
👮‍♀	Frau, Polizei, Polizistin
👮🏻‍♀	Frau, Polizei, Polizistin, Polizistin: helle Hautfarbe, helle Hautfarbe
👮🏼‍♀	Frau, Polizei, Polizistin, Polizistin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👮🏽‍♀	Frau, Polizei, Polizistin, Polizistin: mittlere Hautfarbe, mittlere Hautfarbe
👮🏾‍♀	Frau, Polizei, Polizistin, Polizistin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👮🏿‍♀	Frau, Polizei, Polizistin, Polizistin: dunkle Hautfarbe, dunkle Hautfarbe
🕵️	Detektiv(in), Spion
🕵🏻	Detektiv(in), Detektiv(in): helle Hautfarbe, Spion, helle Hautfarbe
🕵🏼	Detektiv(in), Detektiv(in): mittelhelle Hautfarbe, Spion, mittelhelle Hautfarbe
🕵🏽	Detektiv(in), Detektiv(in): mittlere Hautfarbe, Spion, mittlere Hautfarbe
🕵🏾	Detektiv(in), Detektiv(in): mitteldunkle Hautfarbe, Spion, mitteldunkle Hautfarbe
🕵🏿	Detektiv(in), Detektiv(in): dunkle Hautfarbe, Spion, dunkle Hautfarbe
🕵‍♂	Detektiv, Mann, Spion
🕵🏻‍♂	Detektiv, Detektiv: helle Hautfarbe, Mann, Spion, helle Hautfarbe
🕵🏼‍♂	Detektiv, Detektiv: mittelhelle Hautfarbe, Mann, Spion, mittelhelle Hautfarbe
🕵🏽‍♂	Detektiv, Detektiv: mittlere Hautfarbe, Mann, Spion, mittlere Hautfarbe
🕵🏾‍♂	Detektiv, Detektiv: mitteldunkle Hautfarbe, Mann, Spion, mitteldunkle Hautfarbe
🕵🏿‍♂	Detektiv, Detektiv: dunkle Hautfarbe, Mann, Spion, dunkle Hautfarbe
🕵‍♀	Detektivin, Frau, Spionin
🕵🏻‍♀	Detektivin, Detektivin: helle Hautfarbe, Frau, Spionin, helle Hautfarbe
🕵🏼‍♀	Detektivin, Detektivin: mittelhelle Hautfarbe, Frau, Spionin, mittelhelle Hautfarbe
🕵🏽‍♀	Detektivin, Detektivin: mittlere Hautfarbe, Frau, Spionin, mittlere Hautfarbe
🕵🏾‍♀	Detektivin, Detektivin: mitteldunkle Hautfarbe, Frau, Spionin, mitteldunkle Hautfarbe
🕵🏿‍♀	Detektivin, Detektivin: dunkle Hautfarbe, Frau, Spionin, dunkle Hautfarbe
💂	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau
💂🏻	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau, Wachmann/Wachfrau: helle Hautfarbe, helle Hautfarbe
💂🏼	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau, Wachmann/Wachfrau: mittelhelle Hautfarbe, mittelhelle Hautfarbe
💂🏽	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau, Wachmann/Wachfrau: mittlere Hautfarbe, mittlere Hautfarbe
💂🏾	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau, Wachmann/Wachfrau: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
💂🏿	Buckingham Palace, Wachmann/ Wachfrau, Wachmann/Wachfrau, Wachmann/Wachfrau: dunkle Hautfarbe, dunkle Hautfarbe
💂‍♂	Buckingham Palace, Wachmann
💂🏻‍♂	Buckingham Palace, Wachmann, Wachmann: helle Hautfarbe, helle Hautfarbe
💂🏼‍♂	Buckingham Palace, Wachmann, Wachmann: mittelhelle Hautfarbe, mittelhelle Hautfarbe
💂🏽‍♂	Buckingham Palace, Wachmann, Wachmann: mittlere Hautfarbe, mittlere Hautfarbe
💂🏾‍♂	Buckingham Palace, Wachmann, Wachmann: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
💂🏿‍♂	Buckingham Palace, Wachmann, Wachmann: dunkle Hautfarbe, dunkle Hautfarbe
💂‍♀	Buckingham Palace, Wachfrau
💂🏻‍♀	Buckingham Palace, Wachfrau, Wachfrau: helle Hautfarbe, helle Hautfarbe
💂🏼‍♀	Buckingham Palace, Wachfrau, Wachfrau: mittelhelle Hautfarbe, mittelhelle Hautfarbe
💂🏽‍♀	Buckingham Palace, Wachfrau, Wachfrau: mittlere Hautfarbe, mittlere Hautfarbe
💂🏾‍♀	Buckingham Palace, Wachfrau, Wachfrau: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
💂🏿‍♀	Buckingham Palace, Wachfrau, Wachfrau: dunkle Hautfarbe, dunkle Hautfarbe
👷	Bauarbeiter, Bauarbeiter(in), Gesicht, Helm
👷🏻	Bauarbeiter, Bauarbeiter(in), Bauarbeiter(in): helle Hautfarbe, Gesicht, Helm, helle Hautfarbe
👷🏼	Bauarbeiter, Bauarbeiter(in), Bauarbeiter(in): mittelhelle Hautfarbe, Gesicht, Helm, mittelhelle Hautfarbe
👷🏽	Bauarbeiter, Bauarbeiter(in), Bauarbeiter(in): mittlere Hautfarbe, Gesicht, Helm, mittlere Hautfarbe
👷🏾	Bauarbeiter, Bauarbeiter(in), Bauarbeiter(in): mitteldunkle Hautfarbe, Gesicht, Helm, mitteldunkle Hautfarbe
👷🏿	Bauarbeiter, Bauarbeiter(in), Bauarbeiter(in): dunkle Hautfarbe, Gesicht, Helm, dunkle Hautfarbe
👷‍♂	Bauarbeiter, Baustelle, Helm
👷🏻‍♂	Bauarbeiter, Bauarbeiter: helle Hautfarbe, Baustelle, Helm, helle Hautfarbe
👷🏼‍♂	Bauarbeiter, Bauarbeiter: mittelhelle Hautfarbe, Baustelle, Helm, mittelhelle Hautfarbe
👷🏽‍♂	Bauarbeiter, Bauarbeiter: mittlere Hautfarbe, Baustelle, Helm, mittlere Hautfarbe
👷🏾‍♂	Bauarbeiter, Bauarbeiter: mitteldunkle Hautfarbe, Baustelle, Helm, mitteldunkle Hautfarbe
👷🏿‍♂	Bauarbeiter, Bauarbeiter: dunkle Hautfarbe, Baustelle, Helm, dunkle Hautfarbe
👷‍♀	Bauarbeiterin, Baustelle, Helm, Mann
👷🏻‍♀	Bauarbeiterin, Bauarbeiterin: helle Hautfarbe, Baustelle, Helm, Mann, helle Hautfarbe
👷🏼‍♀	Bauarbeiterin, Bauarbeiterin: mittelhelle Hautfarbe, Baustelle, Helm, Mann, mittelhelle Hautfarbe
👷🏽‍♀	Bauarbeiterin, Bauarbeiterin: mittlere Hautfarbe, Baustelle, Helm, Mann, mittlere Hautfarbe
👷🏾‍♀	Bauarbeiterin, Bauarbeiterin: mitteldunkle Hautfarbe, Baustelle, Helm, Mann, mitteldunkle Hautfarbe
👷🏿‍♀	Bauarbeiterin, Bauarbeiterin: dunkle Hautfarbe, Baustelle, Helm, Mann, dunkle Hautfarbe
🤴	Prinz
🤴🏻	Prinz, Prinz: helle Hautfarbe, helle Hautfarbe
🤴🏼	Prinz, Prinz: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🤴🏽	Prinz, Prinz: mittlere Hautfarbe, mittlere Hautfarbe
🤴🏾	Prinz, Prinz: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
🤴🏿	Prinz, Prinz: dunkle Hautfarbe, dunkle Hautfarbe
👸	Gesicht, Krone, Märchen, Prinzessin
👸🏻	Gesicht, Krone, Märchen, Prinzessin, Prinzessin: helle Hautfarbe, helle Hautfarbe
👸🏼	Gesicht, Krone, Märchen, Prinzessin, Prinzessin: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👸🏽	Gesicht, Krone, Märchen, Prinzessin, Prinzessin: mittlere Hautfarbe, mittlere Hautfarbe
👸🏾	Gesicht, Krone, Märchen, Prinzessin, Prinzessin: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👸🏿	Gesicht, Krone, Märchen, Prinzessin, Prinzessin: dunkle Hautfarbe, dunkle Hautfarbe
👳	Person mit Turban, Turban
👳🏻	Person mit Turban, Person mit Turban: helle Hautfarbe, Turban, helle Hautfarbe
👳🏼	Person mit Turban, Person mit Turban: mittelhelle Hautfarbe, Turban, mittelhelle Hautfarbe
👳🏽	Person mit Turban, Person mit Turban: mittlere Hautfarbe, Turban, mittlere Hautfarbe
👳🏾	Person mit Turban, Person mit Turban: mitteldunkle Hautfarbe, Turban, mitteldunkle Hautfarbe
👳🏿	Person mit Turban, Person mit Turban: dunkle Hautfarbe, Turban, dunkle Hautfarbe
👳‍♂	Gesicht, Mann, Mann mit Turban, Turban
👳🏻‍♂	Gesicht, Mann, Mann mit Turban, Mann mit Turban: helle Hautfarbe, Turban, helle Hautfarbe
👳🏼‍♂	Gesicht, Mann, Mann mit Turban, Mann mit Turban: mittelhelle Hautfarbe, Turban, mittelhelle Hautfarbe
👳🏽‍♂	Gesicht, Mann, Mann mit Turban, Mann mit Turban: mittlere Hautfarbe, Turban, mittlere Hautfarbe
👳🏾‍♂	Gesicht, Mann, Mann mit Turban, Mann mit Turban: mitteldunkle Hautfarbe, Turban, mitteldunkle Hautfarbe
