😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
👨🏾‍🍳	carnagione abbastanza scura, chef, cucinare, cuoco, cuoco: carnagione abbastanza scura, uomo
👨🏿‍🍳	carnagione scura, chef, cucinare, cuoco, cuoco: carnagione scura, uomo
👩‍🍳	chef, cucinare, cuoca, donna
👩🏻‍🍳	carnagione chiara, chef, cucinare, cuoca, cuoca: carnagione chiara, donna
👩🏼‍🍳	carnagione abbastanza chiara, chef, cucinare, cuoca, cuoca: carnagione abbastanza chiara, donna
👩🏽‍🍳	carnagione olivastra, chef, cucinare, cuoca, cuoca: carnagione olivastra, donna
👩🏾‍🍳	carnagione abbastanza scura, chef, cucinare, cuoca, cuoca: carnagione abbastanza scura, donna
👩🏿‍🍳	carnagione scura, chef, cucinare, cuoca, cuoca: carnagione scura, donna
👨‍🔧	chiave inglese, idraulico, meccanico, meccanico uomo, uomo
👨🏻‍🔧	carnagione chiara, chiave inglese, idraulico, meccanico, meccanico uomo: carnagione chiara, uomo
👨🏼‍🔧	carnagione abbastanza chiara, chiave inglese, idraulico, meccanico, meccanico uomo: carnagione abbastanza chiara, uomo
👨🏽‍🔧	carnagione olivastra, chiave inglese, idraulico, meccanico, meccanico uomo: carnagione olivastra, uomo
👨🏾‍🔧	carnagione abbastanza scura, chiave inglese, idraulico, meccanico, meccanico uomo: carnagione abbastanza scura, uomo
👨🏿‍🔧	carnagione scura, chiave inglese, idraulico, meccanico, meccanico uomo: carnagione scura, uomo
👩‍🔧	chiave inglese, donna, idraulico donna, meccanico, meccanico donna
👩🏻‍🔧	carnagione chiara, chiave inglese, donna, idraulico donna, meccanico, meccanico donna: carnagione chiara
👩🏼‍🔧	carnagione abbastanza chiara, chiave inglese, donna, idraulico donna, meccanico, meccanico donna: carnagione abbastanza chiara
👩🏽‍🔧	carnagione olivastra, chiave inglese, donna, idraulico donna, meccanico, meccanico donna: carnagione olivastra
👩🏾‍🔧	carnagione abbastanza scura, chiave inglese, donna, idraulico donna, meccanico, meccanico donna: carnagione abbastanza scura
👩🏿‍🔧	carnagione scura, chiave inglese, donna, idraulico donna, meccanico, meccanico donna: carnagione scura
👨‍🏭	fabbrica, industria, operaio, uomo
👨🏻‍🏭	carnagione chiara, fabbrica, industria, operaio, operaio: carnagione chiara, uomo
👨🏼‍🏭	carnagione abbastanza chiara, fabbrica, industria, operaio, operaio: carnagione abbastanza chiara, uomo
👨🏽‍🏭	carnagione olivastra, fabbrica, industria, operaio, operaio: carnagione olivastra, uomo
👨🏾‍🏭	carnagione abbastanza scura, fabbrica, industria, operaio, operaio: carnagione abbastanza scura, uomo
👨🏿‍🏭	carnagione scura, fabbrica, industria, operaio, operaio: carnagione scura, uomo
👩‍🏭	donna, fabbrica, industria, operaia
👩🏻‍🏭	carnagione chiara, donna, fabbrica, industria, operaia, operaia: carnagione chiara
👩🏼‍🏭	carnagione abbastanza chiara, donna, fabbrica, industria, operaia, operaia: carnagione abbastanza chiara
👩🏽‍🏭	carnagione olivastra, donna, fabbrica, industria, operaia, operaia: carnagione olivastra
👩🏾‍🏭	carnagione abbastanza scura, donna, fabbrica, industria, operaia, operaia: carnagione abbastanza scura
👩🏿‍🏭	carnagione scura, donna, fabbrica, industria, operaia, operaia: carnagione scura
👨‍💼	business, impiegato, manager, ufficio, uomo
👨🏻‍💼	business, carnagione chiara, impiegato, impiegato: carnagione chiara, manager, ufficio, uomo
👨🏼‍💼	business, carnagione abbastanza chiara, impiegato, impiegato: carnagione abbastanza chiara, manager, ufficio, uomo
👨🏽‍💼	business, carnagione olivastra, impiegato, impiegato: carnagione olivastra, manager, ufficio, uomo
👨🏾‍💼	business, carnagione abbastanza scura, impiegato, impiegato: carnagione abbastanza scura, manager, ufficio, uomo
👨🏿‍💼	business, carnagione scura, impiegato, impiegato: carnagione scura, manager, ufficio, uomo
👩‍💼	business, donna, impiegata, manager, ufficio
👩🏻‍💼	business, carnagione chiara, donna, impiegata, impiegata: carnagione chiara, manager, ufficio
👩🏼‍💼	business, carnagione abbastanza chiara, donna, impiegata, impiegata: carnagione abbastanza chiara, manager, ufficio
👩🏽‍💼	business, carnagione olivastra, donna, impiegata, impiegata: carnagione olivastra, manager, ufficio
👩🏾‍💼	business, carnagione abbastanza scura, donna, impiegata, impiegata: carnagione abbastanza scura, manager, ufficio
👩🏿‍💼	business, carnagione scura, donna, impiegata, impiegata: carnagione scura, manager, ufficio
👨‍🔬	biologia, chimica, scienza, scienziato, uomo
👨🏻‍🔬	biologia, carnagione chiara, chimica, scienza, scienziato, scienziato: carnagione chiara, uomo
👨🏼‍🔬	biologia, carnagione abbastanza chiara, chimica, scienza, scienziato, scienziato: carnagione abbastanza chiara, uomo
👨🏽‍🔬	biologia, carnagione olivastra, chimica, scienza, scienziato, scienziato: carnagione olivastra, uomo
👨🏾‍🔬	biologia, carnagione abbastanza scura, chimica, scienza, scienziato, scienziato: carnagione abbastanza scura, uomo
👨🏿‍🔬	biologia, carnagione scura, chimica, scienza, scienziato, scienziato: carnagione scura, uomo
👩‍🔬	biologia, chimica, donna, scienza, scienziata
👩🏻‍🔬	biologia, carnagione chiara, chimica, donna, scienza, scienziata, scienziata: carnagione chiara
👩🏼‍🔬	biologia, carnagione abbastanza chiara, chimica, donna, scienza, scienziata, scienziata: carnagione abbastanza chiara
👩🏽‍🔬	biologia, carnagione olivastra, chimica, donna, scienza, scienziata, scienziata: carnagione olivastra
👩🏾‍🔬	biologia, carnagione abbastanza scura, chimica, donna, scienza, scienziata, scienziata: carnagione abbastanza scura
👩🏿‍🔬	biologia, carnagione scura, chimica, donna, scienza, scienziata, scienziata: carnagione scura
👨‍💻	computer, programmatore, sviluppatore, tecnologo, uomo
👨🏻‍💻	carnagione chiara, computer, programmatore, sviluppatore, tecnologo, tecnologo: carnagione chiara, uomo
👨🏼‍💻	carnagione abbastanza chiara, computer, programmatore, sviluppatore, tecnologo, tecnologo: carnagione abbastanza chiara, uomo
👨🏽‍💻	carnagione olivastra, computer, programmatore, sviluppatore, tecnologo, tecnologo: carnagione olivastra, uomo
👨🏾‍💻	carnagione abbastanza scura, computer, programmatore, sviluppatore, tecnologo, tecnologo: carnagione abbastanza scura, uomo
👨🏿‍💻	carnagione scura, computer, programmatore, sviluppatore, tecnologo, tecnologo: carnagione scura, uomo
👩‍💻	computer, donna, programmatrice, sviluppatrice, tecnologa
👩🏻‍💻	carnagione chiara, computer, donna, programmatrice, sviluppatrice, tecnologa, tecnologa: carnagione chiara
👩🏼‍💻	carnagione abbastanza chiara, computer, donna, programmatrice, sviluppatrice, tecnologa, tecnologa: carnagione abbastanza chiara
👩🏽‍💻	carnagione olivastra, computer, donna, programmatrice, sviluppatrice, tecnologa, tecnologa: carnagione olivastra
👩🏾‍💻	carnagione abbastanza scura, computer, donna, programmatrice, sviluppatrice, tecnologa, tecnologa: carnagione abbastanza scura
👩🏿‍💻	carnagione scura, computer, donna, programmatrice, sviluppatrice, tecnologa, tecnologa: carnagione scura
👨‍🎤	attore, cantante, cantante uomo, musica, star
👨🏻‍🎤	attore, cantante, cantante uomo, cantante uomo: carnagione chiara, carnagione chiara, musica, star
👨🏼‍🎤	attore, cantante, cantante uomo, cantante uomo: carnagione abbastanza chiara, carnagione abbastanza chiara, musica, star
👨🏽‍🎤	attore, cantante, cantante uomo, cantante uomo: carnagione olivastra, carnagione olivastra, musica, star
👨🏾‍🎤	attore, cantante, cantante uomo, cantante uomo: carnagione abbastanza scura, carnagione abbastanza scura, musica, star
👨🏿‍🎤	attore, cantante, cantante uomo, cantante uomo: carnagione scura, carnagione scura, musica, star
👩‍🎤	attrice, cantante, cantante donna, musica, star
👩🏻‍🎤	attrice, cantante, cantante donna, cantante donna: carnagione chiara, carnagione chiara, musica, star
👩🏼‍🎤	attrice, cantante, cantante donna, cantante donna: carnagione abbastanza chiara, carnagione abbastanza chiara, musica, star
👩🏽‍🎤	attrice, cantante, cantante donna, cantante donna: carnagione olivastra, carnagione olivastra, musica, star
👩🏾‍🎤	attrice, cantante, cantante donna, cantante donna: carnagione abbastanza scura, carnagione abbastanza scura, musica, star
👩🏿‍🎤	attrice, cantante, cantante donna, cantante donna: carnagione scura, carnagione scura, musica, star
👨‍🎨	arte, artista, artista uomo, pittore, uomo
👨🏻‍🎨	arte, artista, artista uomo: carnagione chiara, carnagione chiara, pittore, uomo
👨🏼‍🎨	arte, artista, artista uomo: carnagione abbastanza chiara, carnagione abbastanza chiara, pittore, uomo
👨🏽‍🎨	arte, artista, artista uomo: carnagione olivastra, carnagione olivastra, pittore, uomo
👨🏾‍🎨	arte, artista, artista uomo: carnagione abbastanza scura, carnagione abbastanza scura, pittore, uomo
👨🏿‍🎨	arte, artista, artista uomo: carnagione scura, carnagione scura, pittore, uomo
👩‍🎨	arte, artista, artista donna, donna, pittrice
👩🏻‍🎨	arte, artista, artista donna: carnagione chiara, carnagione chiara, donna, pittrice
👩🏼‍🎨	arte, artista, artista donna: carnagione abbastanza chiara, carnagione abbastanza chiara, donna, pittrice
👩🏽‍🎨	arte, artista, artista donna: carnagione olivastra, carnagione olivastra, donna, pittrice
👩🏾‍🎨	arte, artista, artista donna: carnagione abbastanza scura, carnagione abbastanza scura, donna, pittrice
👩🏿‍🎨	arte, artista, artista donna: carnagione scura, carnagione scura, donna, pittrice
👨‍✈	aereo, aeroplano, pilota, pilota uomo, uomo
👨🏻‍✈	aereo, aeroplano, carnagione chiara, pilota, pilota uomo: carnagione chiara, uomo
👨🏼‍✈	aereo, aeroplano, carnagione abbastanza chiara, pilota, pilota uomo: carnagione abbastanza chiara, uomo
👨🏽‍✈	aereo, aeroplano, carnagione olivastra, pilota, pilota uomo: carnagione olivastra, uomo
👨🏾‍✈	aereo, aeroplano, carnagione abbastanza scura, pilota, pilota uomo: carnagione abbastanza scura, uomo
👨🏿‍✈	aereo, aeroplano, carnagione scura, pilota, pilota uomo: carnagione scura, uomo
👩‍✈	aereo, aeroplano, donna, pilota, pilota donna
👩🏻‍✈	aereo, aeroplano, carnagione chiara, donna, pilota, pilota donna: carnagione chiara
👩🏼‍✈	aereo, aeroplano, carnagione abbastanza chiara, donna, pilota, pilota donna: carnagione abbastanza chiara
👩🏽‍✈	aereo, aeroplano, carnagione olivastra, donna, pilota, pilota donna: carnagione olivastra
👩🏾‍✈	aereo, aeroplano, carnagione abbastanza scura, donna, pilota, pilota donna: carnagione abbastanza scura
👩🏿‍✈	aereo, aeroplano, carnagione scura, donna, pilota, pilota donna: carnagione scura
👨‍🚀	astronauta, astronauta uomo, razzo, spazio, uomo
👨🏻‍🚀	astronauta, astronauta uomo: carnagione chiara, carnagione chiara, razzo, spazio, uomo
👨🏼‍🚀	astronauta, astronauta uomo: carnagione abbastanza chiara, carnagione abbastanza chiara, razzo, spazio, uomo
👨🏽‍🚀	astronauta, astronauta uomo: carnagione olivastra, carnagione olivastra, razzo, spazio, uomo
👨🏾‍🚀	astronauta, astronauta uomo: carnagione abbastanza scura, carnagione abbastanza scura, razzo, spazio, uomo
👨🏿‍🚀	astronauta, astronauta uomo: carnagione scura, carnagione scura, razzo, spazio, uomo
👩‍🚀	astronauta, astronauta donna, donna, razzo, spazio
👩🏻‍🚀	astronauta, astronauta donna: carnagione chiara, carnagione chiara, donna, razzo, spazio
👩🏼‍🚀	astronauta, astronauta donna: carnagione abbastanza chiara, carnagione abbastanza chiara, donna, razzo, spazio
👩🏽‍🚀	astronauta, astronauta donna: carnagione olivastra, carnagione olivastra, donna, razzo, spazio
👩🏾‍🚀	astronauta, astronauta donna: carnagione abbastanza scura, carnagione abbastanza scura, donna, razzo, spazio
👩🏿‍🚀	astronauta, astronauta donna: carnagione scura, carnagione scura, donna, razzo, spazio
👨‍🚒	incendio, pompiere, pompiere uomo, uomo, vigile del fuoco
👨🏻‍🚒	carnagione chiara, incendio, pompiere, pompiere uomo: carnagione chiara, uomo, vigile del fuoco
👨🏼‍🚒	carnagione abbastanza chiara, incendio, pompiere, pompiere uomo: carnagione abbastanza chiara, uomo, vigile del fuoco
👨🏽‍🚒	carnagione olivastra, incendio, pompiere, pompiere uomo: carnagione olivastra, uomo, vigile del fuoco
👨🏾‍🚒	carnagione abbastanza scura, incendio, pompiere, pompiere uomo: carnagione abbastanza scura, uomo, vigile del fuoco
👨🏿‍🚒	carnagione scura, incendio, pompiere, pompiere uomo: carnagione scura, uomo, vigile del fuoco
👩‍🚒	donna, incendio, pompiere, pompiere donna, vigile del fuoco
👩🏻‍🚒	carnagione chiara, donna, incendio, pompiere, pompiere donna: carnagione chiara, vigile del fuoco
👩🏼‍🚒	carnagione abbastanza chiara, donna, incendio, pompiere, pompiere donna: carnagione abbastanza chiara, vigile del fuoco
👩🏽‍🚒	carnagione olivastra, donna, incendio, pompiere, pompiere donna: carnagione olivastra, vigile del fuoco
👩🏾‍🚒	carnagione abbastanza scura, donna, incendio, pompiere, pompiere donna: carnagione abbastanza scura, vigile del fuoco
👩🏿‍🚒	carnagione scura, donna, incendio, pompiere, pompiere donna: carnagione scura, vigile del fuoco
👮	agente, agente di polizia, persone, polizia, poliziotto
👮🏻	agente, agente di polizia, agente di polizia: carnagione chiara, carnagione chiara, persone, polizia, poliziotto
👮🏼	agente, agente di polizia, agente di polizia: carnagione abbastanza chiara, carnagione abbastanza chiara, persone, polizia, poliziotto
👮🏽	agente, agente di polizia, agente di polizia: carnagione olivastra, carnagione olivastra, persone, polizia, poliziotto
👮🏾	agente, agente di polizia, agente di polizia: carnagione abbastanza scura, carnagione abbastanza scura, persone, polizia, poliziotto
👮🏿	agente, agente di polizia, agente di polizia: carnagione scura, carnagione scura, persone, polizia, poliziotto
👮‍♂	agente, divisa, polizia, poliziotto uomo, uomo
👮🏻‍♂	agente, carnagione chiara, divisa, polizia, poliziotto uomo, poliziotto uomo: carnagione chiara, uomo
👮🏼‍♂	agente, carnagione abbastanza chiara, divisa, polizia, poliziotto uomo, poliziotto uomo: carnagione abbastanza chiara, uomo
👮🏽‍♂	agente, carnagione olivastra, divisa, polizia, poliziotto uomo, poliziotto uomo: carnagione olivastra, uomo
👮🏾‍♂	agente, carnagione abbastanza scura, divisa, polizia, poliziotto uomo, poliziotto uomo: carnagione abbastanza scura, uomo
