😀	gülen yüz, gülme, lol, neşeli, sırıtan yüz, yüz
👩🏿‍🔬	bayan, bilim adamı, biyolog, fizikçi, kadın, kadın bilim insanı, kadın bilim insanı: koyu cilt tonu, kimyacı, koyu cilt tonu, matematikçi, mühendis
👨‍💻	adam, erkek, erkek teknoloji uzmanı, geliştirici, kodlayıcı, mucit, teknoloji uzmanı, yazılım
👨🏻‍💻	adam, açık cilt tonu, erkek, erkek teknoloji uzmanı, erkek teknoloji uzmanı: açık cilt tonu, geliştirici, kodlayıcı, mucit, teknoloji uzmanı, yazılım
👨🏼‍💻	adam, erkek, erkek teknoloji uzmanı, erkek teknoloji uzmanı: orta açık cilt tonu, geliştirici, kodlayıcı, mucit, orta açık cilt tonu, teknoloji uzmanı, yazılım
👨🏽‍💻	adam, erkek, erkek teknoloji uzmanı, erkek teknoloji uzmanı: orta cilt tonu, geliştirici, kodlayıcı, mucit, orta cilt tonu, teknoloji uzmanı, yazılım
👨🏾‍💻	adam, erkek, erkek teknoloji uzmanı, erkek teknoloji uzmanı: orta koyu cilt tonu, geliştirici, kodlayıcı, mucit, orta koyu cilt tonu, teknoloji uzmanı, yazılım
👨🏿‍💻	adam, erkek, erkek teknoloji uzmanı, erkek teknoloji uzmanı: koyu cilt tonu, geliştirici, kodlayıcı, koyu cilt tonu, mucit, teknoloji uzmanı, yazılım
👩‍💻	bayan, geliştirici, kadın, kadın teknoloji uzmanı, kodlayıcı, mucit, teknoloji uzmanı, yazılım
👩🏻‍💻	açık cilt tonu, bayan, geliştirici, kadın, kadın teknoloji uzmanı, kadın teknoloji uzmanı: açık cilt tonu, kodlayıcı, mucit, teknoloji uzmanı, yazılım
👩🏼‍💻	bayan, geliştirici, kadın, kadın teknoloji uzmanı, kadın teknoloji uzmanı: orta açık cilt tonu, kodlayıcı, mucit, orta açık cilt tonu, teknoloji uzmanı, yazılım
👩🏽‍💻	bayan, geliştirici, kadın, kadın teknoloji uzmanı, kadın teknoloji uzmanı: orta cilt tonu, kodlayıcı, mucit, orta cilt tonu, teknoloji uzmanı, yazılım
👩🏾‍💻	bayan, geliştirici, kadın, kadın teknoloji uzmanı, kadın teknoloji uzmanı: orta koyu cilt tonu, kodlayıcı, mucit, orta koyu cilt tonu, teknoloji uzmanı, yazılım
👩🏿‍💻	bayan, geliştirici, kadın, kadın teknoloji uzmanı, kadın teknoloji uzmanı: koyu cilt tonu, kodlayıcı, koyu cilt tonu, mucit, teknoloji uzmanı, yazılım
👨‍🎤	adam, aktör, erkek, erkek şarkıcı, gösterici, rock, star, şarkıcı
👨🏻‍🎤	adam, aktör, açık cilt tonu, erkek, erkek şarkıcı: açık cilt tonu, gösterici, rock, star, şarkıcı
👨🏼‍🎤	adam, aktör, erkek, erkek şarkıcı: orta açık cilt tonu, gösterici, orta açık cilt tonu, rock, star, şarkıcı
👨🏽‍🎤	adam, aktör, erkek, erkek şarkıcı: orta cilt tonu, gösterici, orta cilt tonu, rock, star, şarkıcı
👨🏾‍🎤	adam, aktör, erkek, erkek şarkıcı: orta koyu cilt tonu, gösterici, orta koyu cilt tonu, rock, star, şarkıcı
👨🏿‍🎤	adam, aktör, erkek, erkek şarkıcı: koyu cilt tonu, gösterici, koyu cilt tonu, rock, star, şarkıcı
👩‍🎤	aktör, bayan, gösterici, kadın, kadın şarkıcı, rock, star, şarkıcı
👩🏻‍🎤	aktör, açık cilt tonu, bayan, gösterici, kadın, kadın şarkıcı: açık cilt tonu, rock, star, şarkıcı
👩🏼‍🎤	aktör, bayan, gösterici, kadın, kadın şarkıcı: orta açık cilt tonu, orta açık cilt tonu, rock, star, şarkıcı
👩🏽‍🎤	aktör, bayan, gösterici, kadın, kadın şarkıcı: orta cilt tonu, orta cilt tonu, rock, star, şarkıcı
👩🏾‍🎤	aktör, bayan, gösterici, kadın, kadın şarkıcı: orta koyu cilt tonu, orta koyu cilt tonu, rock, star, şarkıcı
👩🏿‍🎤	aktör, bayan, gösterici, kadın, kadın şarkıcı: koyu cilt tonu, koyu cilt tonu, rock, star, şarkıcı
👨‍🎨	adam, erkek, erkek ressam, palet, sanatçı
👨🏻‍🎨	adam, açık cilt tonu, erkek, erkek ressam, erkek ressam: açık cilt tonu, palet, sanatçı
👨🏼‍🎨	adam, erkek, erkek ressam, erkek ressam: orta açık cilt tonu, orta açık cilt tonu, palet, sanatçı
👨🏽‍🎨	adam, erkek, erkek ressam, erkek ressam: orta cilt tonu, orta cilt tonu, palet, sanatçı
👨🏾‍🎨	adam, erkek, erkek ressam, erkek ressam: orta koyu cilt tonu, orta koyu cilt tonu, palet, sanatçı
👨🏿‍🎨	adam, erkek, erkek ressam, erkek ressam: koyu cilt tonu, koyu cilt tonu, palet, sanatçı
👩‍🎨	bayan, kadın, kadın ressam, palet, sanatçı
👩🏻‍🎨	açık cilt tonu, bayan, kadın, kadın ressam, kadın ressam: açık cilt tonu, palet, sanatçı
👩🏼‍🎨	bayan, kadın, kadın ressam, kadın ressam: orta açık cilt tonu, orta açık cilt tonu, palet, sanatçı
👩🏽‍🎨	bayan, kadın, kadın ressam, kadın ressam: orta cilt tonu, orta cilt tonu, palet, sanatçı
👩🏾‍🎨	bayan, kadın, kadın ressam, kadın ressam: orta koyu cilt tonu, orta koyu cilt tonu, palet, sanatçı
👩🏿‍🎨	bayan, kadın, kadın ressam, kadın ressam: koyu cilt tonu, koyu cilt tonu, palet, sanatçı
👨‍✈	adam, erkek, erkek pilot, pilot, uçak
👨🏻‍✈	adam, açık cilt tonu, erkek, erkek pilot: açık cilt tonu, pilot, uçak
👨🏼‍✈	adam, erkek, erkek pilot: orta açık cilt tonu, orta açık cilt tonu, pilot, uçak
👨🏽‍✈	adam, erkek, erkek pilot: orta cilt tonu, orta cilt tonu, pilot, uçak
👨🏾‍✈	adam, erkek, erkek pilot: orta koyu cilt tonu, orta koyu cilt tonu, pilot, uçak
👨🏿‍✈	adam, erkek, erkek pilot: koyu cilt tonu, koyu cilt tonu, pilot, uçak
👩‍✈	bayan, kadın, kadın pilot, pilot, uçak
👩🏻‍✈	açık cilt tonu, bayan, kadın, kadın pilot: açık cilt tonu, pilot, uçak
👩🏼‍✈	bayan, kadın, kadın pilot: orta açık cilt tonu, orta açık cilt tonu, pilot, uçak
👩🏽‍✈	bayan, kadın, kadın pilot: orta cilt tonu, orta cilt tonu, pilot, uçak
👩🏾‍✈	bayan, kadın, kadın pilot: orta koyu cilt tonu, orta koyu cilt tonu, pilot, uçak
👩🏿‍✈	bayan, kadın, kadın pilot: koyu cilt tonu, koyu cilt tonu, pilot, uçak
👨‍🚀	adam, astronot, erkek, erkek astronot, roket, uzay
👨🏻‍🚀	adam, astronot, açık cilt tonu, erkek, erkek astronot: açık cilt tonu, roket, uzay
👨🏼‍🚀	adam, astronot, erkek, erkek astronot: orta açık cilt tonu, orta açık cilt tonu, roket, uzay
👨🏽‍🚀	adam, astronot, erkek, erkek astronot: orta cilt tonu, orta cilt tonu, roket, uzay
👨🏾‍🚀	adam, astronot, erkek, erkek astronot: orta koyu cilt tonu, orta koyu cilt tonu, roket, uzay
👨🏿‍🚀	adam, astronot, erkek, erkek astronot: koyu cilt tonu, koyu cilt tonu, roket, uzay
👩‍🚀	astronot, bayan, kadın, kadın astronot, roket, uzay
👩🏻‍🚀	astronot, açık cilt tonu, bayan, kadın, kadın astronot: açık cilt tonu, roket, uzay
👩🏼‍🚀	astronot, bayan, kadın, kadın astronot: orta açık cilt tonu, orta açık cilt tonu, roket, uzay
👩🏽‍🚀	astronot, bayan, kadın, kadın astronot: orta cilt tonu, orta cilt tonu, roket, uzay
👩🏾‍🚀	astronot, bayan, kadın, kadın astronot: orta koyu cilt tonu, orta koyu cilt tonu, roket, uzay
👩🏿‍🚀	astronot, bayan, kadın, kadın astronot: koyu cilt tonu, koyu cilt tonu, roket, uzay
👨‍🚒	adam, erkek, erkek itfaiyeci, itfaiye aracı, itfaiyeci
👨🏻‍🚒	adam, açık cilt tonu, erkek, erkek itfaiyeci: açık cilt tonu, itfaiye aracı, itfaiyeci
👨🏼‍🚒	adam, erkek, erkek itfaiyeci: orta açık cilt tonu, itfaiye aracı, itfaiyeci, orta açık cilt tonu
👨🏽‍🚒	adam, erkek, erkek itfaiyeci: orta cilt tonu, itfaiye aracı, itfaiyeci, orta cilt tonu
👨🏾‍🚒	adam, erkek, erkek itfaiyeci: orta koyu cilt tonu, itfaiye aracı, itfaiyeci, orta koyu cilt tonu
👨🏿‍🚒	adam, erkek, erkek itfaiyeci: koyu cilt tonu, itfaiye aracı, itfaiyeci, koyu cilt tonu
👩‍🚒	bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci
👩🏻‍🚒	açık cilt tonu, bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci: açık cilt tonu
👩🏼‍🚒	bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci: orta açık cilt tonu, orta açık cilt tonu
👩🏽‍🚒	bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci: orta cilt tonu, orta cilt tonu
👩🏾‍🚒	bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci: orta koyu cilt tonu, orta koyu cilt tonu
👩🏿‍🚒	bayan, itfaiye aracı, itfaiyeci, kadın, kadın itfaiyeci: koyu cilt tonu, koyu cilt tonu
👮	görevli, kişiler, polis, polis memuru
👮🏻	açık cilt tonu, görevli, kişiler, polis, polis memuru, polis memuru: açık cilt tonu
👮🏼	görevli, kişiler, orta açık cilt tonu, polis, polis memuru, polis memuru: orta açık cilt tonu
👮🏽	görevli, kişiler, orta cilt tonu, polis, polis memuru, polis memuru: orta cilt tonu
👮🏾	görevli, kişiler, orta koyu cilt tonu, polis, polis memuru, polis memuru: orta koyu cilt tonu
👮🏿	görevli, kişiler, koyu cilt tonu, polis, polis memuru, polis memuru: koyu cilt tonu
👮‍♂	adam, aynasız, erkek, erkek polis memuru, memur, polis
👮🏻‍♂	adam, aynasız, açık cilt tonu, erkek, erkek polis memuru, erkek polis memuru: açık cilt tonu, memur, polis
👮🏼‍♂	adam, aynasız, erkek, erkek polis memuru, erkek polis memuru: orta açık cilt tonu, memur, orta açık cilt tonu, polis
👮🏽‍♂	adam, aynasız, erkek, erkek polis memuru, erkek polis memuru: orta cilt tonu, memur, orta cilt tonu, polis
👮🏾‍♂	adam, aynasız, erkek, erkek polis memuru, erkek polis memuru: orta koyu cilt tonu, memur, orta koyu cilt tonu, polis
👮🏿‍♂	adam, aynasız, erkek, erkek polis memuru, erkek polis memuru: koyu cilt tonu, koyu cilt tonu, memur, polis
👮‍♀	aynasız, bayan, kadın, kadın polis memuru, memur, polis
👮🏻‍♀	aynasız, açık cilt tonu, bayan, kadın, kadın polis memuru, kadın polis memuru: açık cilt tonu, memur, polis
👮🏼‍♀	aynasız, bayan, kadın, kadın polis memuru, kadın polis memuru: orta açık cilt tonu, memur, orta açık cilt tonu, polis
👮🏽‍♀	aynasız, bayan, kadın, kadın polis memuru, kadın polis memuru: orta cilt tonu, memur, orta cilt tonu, polis
👮🏾‍♀	aynasız, bayan, kadın, kadın polis memuru, kadın polis memuru: orta koyu cilt tonu, memur, orta koyu cilt tonu, polis
👮🏿‍♀	aynasız, bayan, kadın, kadın polis memuru, kadın polis memuru: koyu cilt tonu, koyu cilt tonu, memur, polis
🕵️	casus, dedektif, hafiye
🕵🏻	açık cilt tonu, casus, dedektif, dedektif: açık cilt tonu, hafiye
🕵🏼	casus, dedektif, dedektif: orta açık cilt tonu, hafiye, orta açık cilt tonu
🕵🏽	casus, dedektif, dedektif: orta cilt tonu, hafiye, orta cilt tonu
🕵🏾	casus, dedektif, dedektif: orta koyu cilt tonu, hafiye, orta koyu cilt tonu
🕵🏿	casus, dedektif, dedektif: koyu cilt tonu, hafiye, koyu cilt tonu
🕵‍♂	adam, casus, dedektif, erkek, erkek dedektif, hafiye
🕵🏻‍♂	adam, açık cilt tonu, casus, dedektif, erkek, erkek dedektif: açık cilt tonu, hafiye
🕵🏼‍♂	adam, casus, dedektif, erkek, erkek dedektif: orta açık cilt tonu, hafiye, orta açık cilt tonu
🕵🏽‍♂	adam, casus, dedektif, erkek, erkek dedektif: orta cilt tonu, hafiye, orta cilt tonu
🕵🏾‍♂	adam, casus, dedektif, erkek, erkek dedektif: orta koyu cilt tonu, hafiye, orta koyu cilt tonu
🕵🏿‍♂	adam, casus, dedektif, erkek, erkek dedektif: koyu cilt tonu, hafiye, koyu cilt tonu
🕵‍♀	bayan, casus, dedektif, hafiye, kadın, kadın dedektif
🕵🏻‍♀	açık cilt tonu, bayan, casus, dedektif, hafiye, kadın, kadın dedektif: açık cilt tonu
🕵🏼‍♀	bayan, casus, dedektif, hafiye, kadın, kadın dedektif: orta açık cilt tonu, orta açık cilt tonu
🕵🏽‍♀	bayan, casus, dedektif, hafiye, kadın, kadın dedektif: orta cilt tonu, orta cilt tonu
🕵🏾‍♀	bayan, casus, dedektif, hafiye, kadın, kadın dedektif: orta koyu cilt tonu, orta koyu cilt tonu
🕵🏿‍♀	bayan, casus, dedektif, hafiye, kadın, kadın dedektif: koyu cilt tonu, koyu cilt tonu
💂	bekçi, kişiler, muhafız
💂🏻	açık cilt tonu, bekçi, kişiler, muhafız, muhafız: açık cilt tonu
💂🏼	bekçi, kişiler, muhafız, muhafız: orta açık cilt tonu, orta açık cilt tonu
💂🏽	bekçi, kişiler, muhafız, muhafız: orta cilt tonu, orta cilt tonu
💂🏾	bekçi, kişiler, muhafız, muhafız: orta koyu cilt tonu, orta koyu cilt tonu
💂🏿	bekçi, kişiler, koyu cilt tonu, muhafız, muhafız: koyu cilt tonu
💂‍♂	adam, erkek, erkek muhafız, muhafız
💂🏻‍♂	adam, açık cilt tonu, erkek, erkek muhafız: açık cilt tonu, muhafız
💂🏼‍♂	adam, erkek, erkek muhafız: orta açık cilt tonu, muhafız, orta açık cilt tonu
💂🏽‍♂	adam, erkek, erkek muhafız: orta cilt tonu, muhafız, orta cilt tonu
💂🏾‍♂	adam, erkek, erkek muhafız: orta koyu cilt tonu, muhafız, orta koyu cilt tonu
💂🏿‍♂	adam, erkek, erkek muhafız: koyu cilt tonu, koyu cilt tonu, muhafız
💂‍♀	bayan, kadın, kadın muhafız, muhafız
💂🏻‍♀	açık cilt tonu, bayan, kadın, kadın muhafız: açık cilt tonu, muhafız
💂🏼‍♀	bayan, kadın, kadın muhafız: orta açık cilt tonu, muhafız, orta açık cilt tonu
💂🏽‍♀	bayan, kadın, kadın muhafız: orta cilt tonu, muhafız, orta cilt tonu
💂🏾‍♀	bayan, kadın, kadın muhafız: orta koyu cilt tonu, muhafız, orta koyu cilt tonu
💂🏿‍♀	bayan, kadın, kadın muhafız: koyu cilt tonu, koyu cilt tonu, muhafız
👷	inşaat, inşaat işçisi, işçi, kişiler
👷🏻	açık cilt tonu, inşaat, inşaat işçisi, inşaat işçisi: açık cilt tonu, işçi, kişiler
👷🏼	inşaat, inşaat işçisi, inşaat işçisi: orta açık cilt tonu, işçi, kişiler, orta açık cilt tonu
👷🏽	inşaat, inşaat işçisi, inşaat işçisi: orta cilt tonu, işçi, kişiler, orta cilt tonu
👷🏾	inşaat, inşaat işçisi, inşaat işçisi: orta koyu cilt tonu, işçi, kişiler, orta koyu cilt tonu
👷🏿	inşaat, inşaat işçisi, inşaat işçisi: koyu cilt tonu, işçi, kişiler, koyu cilt tonu
👷‍♂	adam, erkek, erkek inşaat işçisi, inşaat, işçi
👷🏻‍♂	adam, açık cilt tonu, erkek, erkek inşaat işçisi, erkek inşaat işçisi: açık cilt tonu, inşaat, işçi
👷🏼‍♂	adam, erkek, erkek inşaat işçisi, erkek inşaat işçisi: orta açık cilt tonu, inşaat, işçi, orta açık cilt tonu
👷🏽‍♂	adam, erkek, erkek inşaat işçisi, erkek inşaat işçisi: orta cilt tonu, inşaat, işçi, orta cilt tonu
👷🏾‍♂	adam, erkek, erkek inşaat işçisi, erkek inşaat işçisi: orta koyu cilt tonu, inşaat, işçi, orta koyu cilt tonu
👷🏿‍♂	adam, erkek, erkek inşaat işçisi, erkek inşaat işçisi: koyu cilt tonu, inşaat, işçi, koyu cilt tonu
👷‍♀	bayan, inşaat, işçi, kadın, kadın inşaat işçisi
👷🏻‍♀	açık cilt tonu, bayan, inşaat, işçi, kadın, kadın inşaat işçisi, kadın inşaat işçisi: açık cilt tonu
👷🏼‍♀	bayan, inşaat, işçi, kadın, kadın inşaat işçisi, kadın inşaat işçisi: orta açık cilt tonu, orta açık cilt tonu
👷🏽‍♀	bayan, inşaat, işçi, kadın, kadın inşaat işçisi, kadın inşaat işçisi: orta cilt tonu, orta cilt tonu
👷🏾‍♀	bayan, inşaat, işçi, kadın, kadın inşaat işçisi, kadın inşaat işçisi: orta koyu cilt tonu, orta koyu cilt tonu
👷🏿‍♀	bayan, inşaat, işçi, kadın, kadın inşaat işçisi, kadın inşaat işçisi: koyu cilt tonu, koyu cilt tonu
🤴	prens
🤴🏻	açık cilt tonu, prens, prens: açık cilt tonu
🤴🏼	orta açık cilt tonu, prens, prens: orta açık cilt tonu
🤴🏽	orta cilt tonu, prens, prens: orta cilt tonu
🤴🏾	orta koyu cilt tonu, prens, prens: orta koyu cilt tonu
🤴🏿	koyu cilt tonu, prens, prens: koyu cilt tonu
👸	kişiler, peri masalı, prenses
👸🏻	açık cilt tonu, kişiler, peri masalı, prenses, prenses: açık cilt tonu
👸🏼	kişiler, orta açık cilt tonu, peri masalı, prenses, prenses: orta açık cilt tonu
👸🏽	kişiler, orta cilt tonu, peri masalı, prenses, prenses: orta cilt tonu
👸🏾	kişiler, orta koyu cilt tonu, peri masalı, prenses, prenses: orta koyu cilt tonu
👸🏿	kişiler, koyu cilt tonu, peri masalı, prenses, prenses: koyu cilt tonu
👳	kişiler, sarık, sarıklı erkek, sarıklı kişi
👳🏻	açık cilt tonu, kişiler, sarık, sarıklı erkek, sarıklı kişi, sarıklı kişi: açık cilt tonu
👳🏼	kişiler, orta açık cilt tonu, sarık, sarıklı erkek, sarıklı kişi, sarıklı kişi: orta açık cilt tonu
👳🏽	kişiler, orta cilt tonu, sarık, sarıklı erkek, sarıklı kişi, sarıklı kişi: orta cilt tonu
👳🏾	kişiler, orta koyu cilt tonu, sarık, sarıklı erkek, sarıklı kişi, sarıklı kişi: orta koyu cilt tonu
👳🏿	kişiler, koyu cilt tonu, sarık, sarıklı erkek, sarıklı kişi, sarıklı kişi: koyu cilt tonu
👳‍♂	adam, erkek, sarık, sarıklı erkek
👳🏻‍♂	adam, açık cilt tonu, erkek, sarık, sarıklı erkek, sarıklı erkek: açık cilt tonu
👳🏼‍♂	adam, erkek, orta açık cilt tonu, sarık, sarıklı erkek, sarıklı erkek: orta açık cilt tonu
👳🏽‍♂	adam, erkek, orta cilt tonu, sarık, sarıklı erkek, sarıklı erkek: orta cilt tonu
👳🏾‍♂	adam, erkek, orta koyu cilt tonu, sarık, sarıklı erkek, sarıklı erkek: orta koyu cilt tonu
👳🏿‍♂	adam, erkek, koyu cilt tonu, sarık, sarıklı erkek, sarıklı erkek: koyu cilt tonu
👳‍♀	bayan, kadın, sarık, sarıklı kadın
👳🏻‍♀	açık cilt tonu, bayan, kadın, sarık, sarıklı kadın, sarıklı kadın: açık cilt tonu
👳🏼‍♀	bayan, kadın, orta açık cilt tonu, sarık, sarıklı kadın, sarıklı kadın: orta açık cilt tonu
👳🏽‍♀	bayan, kadın, orta cilt tonu, sarık, sarıklı kadın, sarıklı kadın: orta cilt tonu
👳🏾‍♀	bayan, kadın, orta koyu cilt tonu, sarık, sarıklı kadın, sarıklı kadın: orta koyu cilt tonu
👳🏿‍♀	bayan, kadın, koyu cilt tonu, sarık, sarıklı kadın, sarıklı kadın: koyu cilt tonu
👲	gua pi mao, gua pi mao takan erkek, kişiler, çin şapkalı erkek
👲🏻	açık cilt tonu, gua pi mao, gua pi mao takan erkek, kişiler, çin şapkalı erkek, çin şapkalı erkek: açık cilt tonu
👲🏼	gua pi mao, gua pi mao takan erkek, kişiler, orta açık cilt tonu, çin şapkalı erkek, çin şapkalı erkek: orta açık cilt tonu
👲🏽	gua pi mao, gua pi mao takan erkek, kişiler, orta cilt tonu, çin şapkalı erkek, çin şapkalı erkek: orta cilt tonu
👲🏾	gua pi mao, gua pi mao takan erkek, kişiler, orta koyu cilt tonu, çin şapkalı erkek, çin şapkalı erkek: orta koyu cilt tonu
👲🏿	gua pi mao, gua pi mao takan erkek, kişiler, koyu cilt tonu, çin şapkalı erkek, çin şapkalı erkek: koyu cilt tonu
🧕	başörtülü kadın
🧕🏻	açık cilt tonu, başörtülü kadın, başörtülü kadın: açık cilt tonu
🧕🏼	başörtülü kadın, başörtülü kadın: orta açık cilt tonu, orta açık cilt tonu
🧕🏽	başörtülü kadın, başörtülü kadın: orta cilt tonu, orta cilt tonu
