😀	smajlík, tvář, výraz, zubící se obličej, úšklebek
👩🏾‍✈	letadlo, pilotka, pilotka: středně tmavý odstín pleti, středně tmavý odstín pleti, žena
👩🏿‍✈	letadlo, pilotka, pilotka: tmavý odstín pleti, tmavý odstín pleti, žena
👨‍🚀	astronaut, kosmonaut, muž, raketa, vesmír
👨🏻‍🚀	astronaut, kosmonaut, kosmonaut: světlý odstín pleti, muž, raketa, světlý odstín pleti, vesmír
👨🏼‍🚀	astronaut, kosmonaut, kosmonaut: středně světlý odstín pleti, muž, raketa, středně světlý odstín pleti, vesmír
👨🏽‍🚀	astronaut, kosmonaut, kosmonaut: střední odstín pleti, muž, raketa, střední odstín pleti, vesmír
👨🏾‍🚀	astronaut, kosmonaut, kosmonaut: středně tmavý odstín pleti, muž, raketa, středně tmavý odstín pleti, vesmír
👨🏿‍🚀	astronaut, kosmonaut, kosmonaut: tmavý odstín pleti, muž, raketa, tmavý odstín pleti, vesmír
👩‍🚀	astronautka, kosmonautka, raketa, vesmír, žena
👩🏻‍🚀	astronautka, kosmonautka, kosmonautka: světlý odstín pleti, raketa, světlý odstín pleti, vesmír, žena
👩🏼‍🚀	astronautka, kosmonautka, kosmonautka: středně světlý odstín pleti, raketa, středně světlý odstín pleti, vesmír, žena
👩🏽‍🚀	astronautka, kosmonautka, kosmonautka: střední odstín pleti, raketa, střední odstín pleti, vesmír, žena
👩🏾‍🚀	astronautka, kosmonautka, kosmonautka: středně tmavý odstín pleti, raketa, středně tmavý odstín pleti, vesmír, žena
👩🏿‍🚀	astronautka, kosmonautka, kosmonautka: tmavý odstín pleti, raketa, tmavý odstín pleti, vesmír, žena
👨‍🚒	hasič, hasičské auto, muž, požár, požárník, stříkačka
👨🏻‍🚒	hasič, hasič: světlý odstín pleti, hasičské auto, muž, požár, požárník, stříkačka, světlý odstín pleti
👨🏼‍🚒	hasič, hasič: středně světlý odstín pleti, hasičské auto, muž, požár, požárník, středně světlý odstín pleti, stříkačka
👨🏽‍🚒	hasič, hasič: střední odstín pleti, hasičské auto, muž, požár, požárník, střední odstín pleti, stříkačka
👨🏾‍🚒	hasič, hasič: středně tmavý odstín pleti, hasičské auto, muž, požár, požárník, středně tmavý odstín pleti, stříkačka
👨🏿‍🚒	hasič, hasič: tmavý odstín pleti, hasičské auto, muž, požár, požárník, stříkačka, tmavý odstín pleti
👩‍🚒	hasička, hasičské auto, požár, požárnice, stříkačka, žena
👩🏻‍🚒	hasička, hasička: světlý odstín pleti, hasičské auto, požár, požárnice, stříkačka, světlý odstín pleti, žena
👩🏼‍🚒	hasička, hasička: středně světlý odstín pleti, hasičské auto, požár, požárnice, středně světlý odstín pleti, stříkačka, žena
👩🏽‍🚒	hasička, hasička: střední odstín pleti, hasičské auto, požár, požárnice, střední odstín pleti, stříkačka, žena
👩🏾‍🚒	hasička, hasička: středně tmavý odstín pleti, hasičské auto, požár, požárnice, středně tmavý odstín pleti, stříkačka, žena
👩🏿‍🚒	hasička, hasička: tmavý odstín pleti, hasičské auto, požár, požárnice, stříkačka, tmavý odstín pleti, žena
👮	policajt, policie, policista, strážník
👮🏻	policajt, policie, policista, strážník, strážník: světlý odstín pleti, světlý odstín pleti
👮🏼	policajt, policie, policista, strážník, strážník: středně světlý odstín pleti, středně světlý odstín pleti
👮🏽	policajt, policie, policista, strážník, strážník: střední odstín pleti, střední odstín pleti
👮🏾	policajt, policie, policista, strážník, strážník: středně tmavý odstín pleti, středně tmavý odstín pleti
👮🏿	policajt, policie, policista, strážník, strážník: tmavý odstín pleti, tmavý odstín pleti
👮‍♂	muž, policajt, policie, policista, strážník
👮🏻‍♂	muž, policajt, policie, policista, policista: světlý odstín pleti, strážník, světlý odstín pleti
👮🏼‍♂	muž, policajt, policie, policista, policista: středně světlý odstín pleti, strážník, středně světlý odstín pleti
👮🏽‍♂	muž, policajt, policie, policista, policista: střední odstín pleti, strážník, střední odstín pleti
👮🏾‍♂	muž, policajt, policie, policista, policista: středně tmavý odstín pleti, strážník, středně tmavý odstín pleti
👮🏿‍♂	muž, policajt, policie, policista, policista: tmavý odstín pleti, strážník, tmavý odstín pleti
👮‍♀	policajtka, policie, policistka, strážnice, žena
👮🏻‍♀	policajtka, policie, policistka, policistka: světlý odstín pleti, strážnice, světlý odstín pleti, žena
👮🏼‍♀	policajtka, policie, policistka, policistka: středně světlý odstín pleti, strážnice, středně světlý odstín pleti, žena
👮🏽‍♀	policajtka, policie, policistka, policistka: střední odstín pleti, strážnice, střední odstín pleti, žena
👮🏾‍♀	policajtka, policie, policistka, policistka: středně tmavý odstín pleti, strážnice, středně tmavý odstín pleti, žena
👮🏿‍♀	policajtka, policie, policistka, policistka: tmavý odstín pleti, strážnice, tmavý odstín pleti, žena
🕵️	agent, detektiv, inspektor, očko, vyšetřovatel, čmuchal, špeh, špión
🕵🏻	agent, detektiv, detektiv: světlý odstín pleti, inspektor, očko, světlý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏼	agent, detektiv, detektiv: středně světlý odstín pleti, inspektor, očko, středně světlý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏽	agent, detektiv, detektiv: střední odstín pleti, inspektor, očko, střední odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏾	agent, detektiv, detektiv: středně tmavý odstín pleti, inspektor, očko, středně tmavý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏿	agent, detektiv, detektiv: tmavý odstín pleti, inspektor, očko, tmavý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵‍♂	agent, detektiv, inspektor, kriminální inspektor, muž, očko, vyšetřovatel, čmuchal, špeh, špión
🕵🏻‍♂	agent, detektiv, inspektor, kriminální inspektor, kriminální inspektor: světlý odstín pleti, muž, očko, světlý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏼‍♂	agent, detektiv, inspektor, kriminální inspektor, kriminální inspektor: středně světlý odstín pleti, muž, očko, středně světlý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏽‍♂	agent, detektiv, inspektor, kriminální inspektor, kriminální inspektor: střední odstín pleti, muž, očko, střední odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏾‍♂	agent, detektiv, inspektor, kriminální inspektor, kriminální inspektor: středně tmavý odstín pleti, muž, očko, středně tmavý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵🏿‍♂	agent, detektiv, inspektor, kriminální inspektor, kriminální inspektor: tmavý odstín pleti, muž, očko, tmavý odstín pleti, vyšetřovatel, čmuchal, špeh, špión
🕵‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, očko, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
🕵🏻‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, kriminální inspektorka: světlý odstín pleti, očko, světlý odstín pleti, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
🕵🏼‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, kriminální inspektorka: středně světlý odstín pleti, očko, středně světlý odstín pleti, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
🕵🏽‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, kriminální inspektorka: střední odstín pleti, očko, střední odstín pleti, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
🕵🏾‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, kriminální inspektorka: středně tmavý odstín pleti, očko, středně tmavý odstín pleti, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
🕵🏿‍♀	agentka, detektivka, inspektorka, kriminální inspektorka, kriminální inspektorka: tmavý odstín pleti, očko, tmavý odstín pleti, vyšetřovatelka, čmuchalka, špehyně, špiónka, žena
💂	gardista, stráž
💂🏻	gardista, gardista: světlý odstín pleti, stráž, světlý odstín pleti
💂🏼	gardista, gardista: středně světlý odstín pleti, stráž, středně světlý odstín pleti
💂🏽	gardista, gardista: střední odstín pleti, stráž, střední odstín pleti
💂🏾	gardista, gardista: středně tmavý odstín pleti, stráž, středně tmavý odstín pleti
💂🏿	gardista, gardista: tmavý odstín pleti, stráž, tmavý odstín pleti
💂‍♂	muž, stráž, strážce
💂🏻‍♂	muž, stráž, strážce, strážce: světlý odstín pleti, světlý odstín pleti
💂🏼‍♂	muž, stráž, strážce, strážce: středně světlý odstín pleti, středně světlý odstín pleti
💂🏽‍♂	muž, stráž, strážce, strážce: střední odstín pleti, střední odstín pleti
💂🏾‍♂	muž, stráž, strážce, strážce: středně tmavý odstín pleti, středně tmavý odstín pleti
💂🏿‍♂	muž, stráž, strážce, strážce: tmavý odstín pleti, tmavý odstín pleti
💂‍♀	stráž, strážkyně, žena
💂🏻‍♀	stráž, strážkyně, strážkyně: světlý odstín pleti, světlý odstín pleti, žena
💂🏼‍♀	stráž, strážkyně, strážkyně: středně světlý odstín pleti, středně světlý odstín pleti, žena
💂🏽‍♀	stráž, strážkyně, strážkyně: střední odstín pleti, střední odstín pleti, žena
💂🏾‍♀	stráž, strážkyně, strážkyně: středně tmavý odstín pleti, středně tmavý odstín pleti, žena
💂🏿‍♀	stráž, strážkyně, strážkyně: tmavý odstín pleti, tmavý odstín pleti, žena
👷	dělník na stavbě, helma, stavba
👷🏻	dělník na stavbě, dělník na stavbě: světlý odstín pleti, helma, stavba, světlý odstín pleti
👷🏼	dělník na stavbě, dělník na stavbě: středně světlý odstín pleti, helma, stavba, středně světlý odstín pleti
👷🏽	dělník na stavbě, dělník na stavbě: střední odstín pleti, helma, stavba, střední odstín pleti
👷🏾	dělník na stavbě, dělník na stavbě: středně tmavý odstín pleti, helma, stavba, středně tmavý odstín pleti
👷🏿	dělník na stavbě, dělník na stavbě: tmavý odstín pleti, helma, stavba, tmavý odstín pleti
👷‍♂	dělník, muž, stavař, stavba, stavební dělník
👷🏻‍♂	dělník, muž, stavař, stavba, stavební dělník, stavební dělník: světlý odstín pleti, světlý odstín pleti
👷🏼‍♂	dělník, muž, stavař, stavba, stavební dělník, stavební dělník: středně světlý odstín pleti, středně světlý odstín pleti
👷🏽‍♂	dělník, muž, stavař, stavba, stavební dělník, stavební dělník: střední odstín pleti, střední odstín pleti
👷🏾‍♂	dělník, muž, stavař, stavba, stavební dělník, stavební dělník: středně tmavý odstín pleti, středně tmavý odstín pleti
👷🏿‍♂	dělník, muž, stavař, stavba, stavební dělník, stavební dělník: tmavý odstín pleti, tmavý odstín pleti
👷‍♀	dělnice, stavařka, stavba, stavební dělnice, žena
👷🏻‍♀	dělnice, stavařka, stavba, stavební dělnice, stavební dělnice: světlý odstín pleti, světlý odstín pleti, žena
👷🏼‍♀	dělnice, stavařka, stavba, stavební dělnice, stavební dělnice: středně světlý odstín pleti, středně světlý odstín pleti, žena
👷🏽‍♀	dělnice, stavařka, stavba, stavební dělnice, stavební dělnice: střední odstín pleti, střední odstín pleti, žena
👷🏾‍♀	dělnice, stavařka, stavba, stavební dělnice, stavební dělnice: středně tmavý odstín pleti, středně tmavý odstín pleti, žena
👷🏿‍♀	dělnice, stavařka, stavba, stavební dělnice, stavební dělnice: tmavý odstín pleti, tmavý odstín pleti, žena
🤴	fantasy, pohádka, princ
🤴🏻	fantasy, pohádka, princ, princ: světlý odstín pleti, světlý odstín pleti
🤴🏼	fantasy, pohádka, princ, princ: středně světlý odstín pleti, středně světlý odstín pleti
🤴🏽	fantasy, pohádka, princ, princ: střední odstín pleti, střední odstín pleti
🤴🏾	fantasy, pohádka, princ, princ: středně tmavý odstín pleti, středně tmavý odstín pleti
🤴🏿	fantasy, pohádka, princ, princ: tmavý odstín pleti, tmavý odstín pleti
👸	fantasy, pohádka, princezna
👸🏻	fantasy, pohádka, princezna, princezna: světlý odstín pleti, světlý odstín pleti
👸🏼	fantasy, pohádka, princezna, princezna: středně světlý odstín pleti, středně světlý odstín pleti
👸🏽	fantasy, pohádka, princezna, princezna: střední odstín pleti, střední odstín pleti
👸🏾	fantasy, pohádka, princezna, princezna: středně tmavý odstín pleti, středně tmavý odstín pleti
👸🏿	fantasy, pohádka, princezna, princezna: tmavý odstín pleti, tmavý odstín pleti
👳	turban, člověk s turbanem
👳🏻	světlý odstín pleti, turban, člověk s turbanem, člověk s turbanem: světlý odstín pleti
👳🏼	středně světlý odstín pleti, turban, člověk s turbanem, člověk s turbanem: středně světlý odstín pleti
👳🏽	střední odstín pleti, turban, člověk s turbanem, člověk s turbanem: střední odstín pleti
👳🏾	středně tmavý odstín pleti, turban, člověk s turbanem, člověk s turbanem: středně tmavý odstín pleti
👳🏿	tmavý odstín pleti, turban, člověk s turbanem, člověk s turbanem: tmavý odstín pleti
👳‍♂	muž, muž s turbanem, turban
👳🏻‍♂	muž, muž s turbanem, muž s turbanem: světlý odstín pleti, světlý odstín pleti, turban
👳🏼‍♂	muž, muž s turbanem, muž s turbanem: středně světlý odstín pleti, středně světlý odstín pleti, turban
👳🏽‍♂	muž, muž s turbanem, muž s turbanem: střední odstín pleti, střední odstín pleti, turban
👳🏾‍♂	muž, muž s turbanem, muž s turbanem: středně tmavý odstín pleti, středně tmavý odstín pleti, turban
👳🏿‍♂	muž, muž s turbanem, muž s turbanem: tmavý odstín pleti, tmavý odstín pleti, turban
👳‍♀	turban, žena, žena s turbanem
👳🏻‍♀	světlý odstín pleti, turban, žena, žena s turbanem, žena s turbanem: světlý odstín pleti
👳🏼‍♀	středně světlý odstín pleti, turban, žena, žena s turbanem, žena s turbanem: středně světlý odstín pleti
