😀	malaking ngiti, mukha, mukhang nakangisi, mukhang nakangiti, nakangiti, ngiti
👩🏿‍🏭	babaeng manggagawa sa pabrika, babaeng manggagawa sa pabrika: dark na kulay ng balat, dark na kulay ng balat, manggagawa, obrero, pabrika, trabahadora
👨‍💼	empleyado sa opisina, empleyedo, kaopisina, opisina
👨🏻‍💼	empleyado sa opisina, empleyado sa opisina: light na kulay ng balat, empleyedo, kaopisina, light na kulay ng balat, opisina
👨🏼‍💼	empleyado sa opisina, empleyado sa opisina: katamtamang light na kulay ng balat, empleyedo, kaopisina, katamtamang light na kulay ng balat, opisina
👨🏽‍💼	empleyado sa opisina, empleyado sa opisina: katamtamang kulay ng balat, empleyedo, kaopisina, katamtamang kulay ng balat, opisina
👨🏾‍💼	empleyado sa opisina, empleyado sa opisina: katamtamang dark na kulay ng balat, empleyedo, kaopisina, katamtamang dark na kulay ng balat, opisina
👨🏿‍💼	dark na kulay ng balat, empleyado sa opisina, empleyado sa opisina: dark na kulay ng balat, empleyedo, kaopisina, opisina
👩‍💼	babaeng empleyado sa opisina, empleyada sa opisina, empleyeda, kaopisina, opisina
👩🏻‍💼	babaeng empleyado sa opisina, babaeng empleyado sa opisina: light na kulay ng balat, empleyada sa opisina, empleyeda, kaopisina, light na kulay ng balat, opisina
👩🏼‍💼	babaeng empleyado sa opisina, babaeng empleyado sa opisina: katamtamang light na kulay ng balat, empleyada sa opisina, empleyeda, kaopisina, katamtamang light na kulay ng balat, opisina
👩🏽‍💼	babaeng empleyado sa opisina, babaeng empleyado sa opisina: katamtamang kulay ng balat, empleyada sa opisina, empleyeda, kaopisina, katamtamang kulay ng balat, opisina
👩🏾‍💼	babaeng empleyado sa opisina, babaeng empleyado sa opisina: katamtamang dark na kulay ng balat, empleyada sa opisina, empleyeda, kaopisina, katamtamang dark na kulay ng balat, opisina
👩🏿‍💼	babaeng empleyado sa opisina, babaeng empleyado sa opisina: dark na kulay ng balat, dark na kulay ng balat, empleyada sa opisina, empleyeda, kaopisina, opisina
👨‍🔬	lalaking siyentipiko
👨🏻‍🔬	lalaking siyentipiko, lalaking siyentipiko: light na kulay ng balat, light na kulay ng balat
👨🏼‍🔬	katamtamang light na kulay ng balat, lalaking siyentipiko, lalaking siyentipiko: katamtamang light na kulay ng balat
👨🏽‍🔬	katamtamang kulay ng balat, lalaking siyentipiko, lalaking siyentipiko: katamtamang kulay ng balat
👨🏾‍🔬	katamtamang dark na kulay ng balat, lalaking siyentipiko, lalaking siyentipiko: katamtamang dark na kulay ng balat
👨🏿‍🔬	dark na kulay ng balat, lalaking siyentipiko, lalaking siyentipiko: dark na kulay ng balat
👩‍🔬	babaeng siyentipiko
👩🏻‍🔬	babaeng siyentipiko, babaeng siyentipiko: light na kulay ng balat, light na kulay ng balat
👩🏼‍🔬	babaeng siyentipiko, babaeng siyentipiko: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat
👩🏽‍🔬	babaeng siyentipiko, babaeng siyentipiko: katamtamang kulay ng balat, katamtamang kulay ng balat
👩🏾‍🔬	babaeng siyentipiko, babaeng siyentipiko: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat
👩🏿‍🔬	babaeng siyentipiko, babaeng siyentipiko: dark na kulay ng balat, dark na kulay ng balat
👨‍💻	lalaking teknologo
👨🏻‍💻	lalaking teknologo, lalaking teknologo: light na kulay ng balat, light na kulay ng balat
👨🏼‍💻	katamtamang light na kulay ng balat, lalaking teknologo, lalaking teknologo: katamtamang light na kulay ng balat
👨🏽‍💻	katamtamang kulay ng balat, lalaking teknologo, lalaking teknologo: katamtamang kulay ng balat
👨🏾‍💻	katamtamang dark na kulay ng balat, lalaking teknologo, lalaking teknologo: katamtamang dark na kulay ng balat
👨🏿‍💻	dark na kulay ng balat, lalaking teknologo, lalaking teknologo: dark na kulay ng balat
👩‍💻	babaeng teknologo
👩🏻‍💻	babaeng teknologo, babaeng teknologo: light na kulay ng balat, light na kulay ng balat
👩🏼‍💻	babaeng teknologo, babaeng teknologo: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat
👩🏽‍💻	babaeng teknologo, babaeng teknologo: katamtamang kulay ng balat, katamtamang kulay ng balat
👩🏾‍💻	babaeng teknologo, babaeng teknologo: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat
👩🏿‍💻	babaeng teknologo, babaeng teknologo: dark na kulay ng balat, dark na kulay ng balat
👨‍🎤	lalaki, lalaking mang-aawit, mang-aawit, manganganta
👨🏻‍🎤	lalaki, lalaking mang-aawit, lalaking mang-aawit: light na kulay ng balat, light na kulay ng balat, mang-aawit, manganganta
👨🏼‍🎤	katamtamang light na kulay ng balat, lalaki, lalaking mang-aawit, lalaking mang-aawit: katamtamang light na kulay ng balat, mang-aawit, manganganta
👨🏽‍🎤	katamtamang kulay ng balat, lalaki, lalaking mang-aawit, lalaking mang-aawit: katamtamang kulay ng balat, mang-aawit, manganganta
👨🏾‍🎤	katamtamang dark na kulay ng balat, lalaki, lalaking mang-aawit, lalaking mang-aawit: katamtamang dark na kulay ng balat, mang-aawit, manganganta
👨🏿‍🎤	dark na kulay ng balat, lalaki, lalaking mang-aawit, lalaking mang-aawit: dark na kulay ng balat, mang-aawit, manganganta
👩‍🎤	babae, babaeng mang-aawit, mang-aawit, manganganta
👩🏻‍🎤	babae, babaeng mang-aawit, babaeng mang-aawit: light na kulay ng balat, light na kulay ng balat, mang-aawit, manganganta
👩🏼‍🎤	babae, babaeng mang-aawit, babaeng mang-aawit: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, mang-aawit, manganganta
👩🏽‍🎤	babae, babaeng mang-aawit, babaeng mang-aawit: katamtamang kulay ng balat, katamtamang kulay ng balat, mang-aawit, manganganta
👩🏾‍🎤	babae, babaeng mang-aawit, babaeng mang-aawit: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, mang-aawit, manganganta
👩🏿‍🎤	babae, babaeng mang-aawit, babaeng mang-aawit: dark na kulay ng balat, dark na kulay ng balat, mang-aawit, manganganta
👨‍🎨	lakaki, lalaking pintor, paleta, pintor
👨🏻‍🎨	lakaki, lalaking pintor, lalaking pintor: light na kulay ng balat, light na kulay ng balat, paleta, pintor
👨🏼‍🎨	katamtamang light na kulay ng balat, lakaki, lalaking pintor, lalaking pintor: katamtamang light na kulay ng balat, paleta, pintor
👨🏽‍🎨	katamtamang kulay ng balat, lakaki, lalaking pintor, lalaking pintor: katamtamang kulay ng balat, paleta, pintor
👨🏾‍🎨	katamtamang dark na kulay ng balat, lakaki, lalaking pintor, lalaking pintor: katamtamang dark na kulay ng balat, paleta, pintor
👨🏿‍🎨	dark na kulay ng balat, lakaki, lalaking pintor, lalaking pintor: dark na kulay ng balat, paleta, pintor
👩‍🎨	babae, babaeng pintor, paleta, pintor
👩🏻‍🎨	babae, babaeng pintor, babaeng pintor: light na kulay ng balat, light na kulay ng balat, paleta, pintor
👩🏼‍🎨	babae, babaeng pintor, babaeng pintor: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, paleta, pintor
👩🏽‍🎨	babae, babaeng pintor, babaeng pintor: katamtamang kulay ng balat, katamtamang kulay ng balat, paleta, pintor
👩🏾‍🎨	babae, babaeng pintor, babaeng pintor: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, paleta, pintor
👩🏿‍🎨	babae, babaeng pintor, babaeng pintor: dark na kulay ng balat, dark na kulay ng balat, paleta, pintor
👨‍✈	eroplano, lalaki, lalaking piloto, piloto
👨🏻‍✈	eroplano, lalaki, lalaking piloto, lalaking piloto: light na kulay ng balat, light na kulay ng balat, piloto
👨🏼‍✈	eroplano, katamtamang light na kulay ng balat, lalaki, lalaking piloto, lalaking piloto: katamtamang light na kulay ng balat, piloto
👨🏽‍✈	eroplano, katamtamang kulay ng balat, lalaki, lalaking piloto, lalaking piloto: katamtamang kulay ng balat, piloto
👨🏾‍✈	eroplano, katamtamang dark na kulay ng balat, lalaki, lalaking piloto, lalaking piloto: katamtamang dark na kulay ng balat, piloto
👨🏿‍✈	dark na kulay ng balat, eroplano, lalaki, lalaking piloto, lalaking piloto: dark na kulay ng balat, piloto
👩‍✈	babae, babaeng piloto, eroplano, piloto
👩🏻‍✈	babae, babaeng piloto, babaeng piloto: light na kulay ng balat, eroplano, light na kulay ng balat, piloto
👩🏼‍✈	babae, babaeng piloto, babaeng piloto: katamtamang light na kulay ng balat, eroplano, katamtamang light na kulay ng balat, piloto
👩🏽‍✈	babae, babaeng piloto, babaeng piloto: katamtamang kulay ng balat, eroplano, katamtamang kulay ng balat, piloto
👩🏾‍✈	babae, babaeng piloto, babaeng piloto: katamtamang dark na kulay ng balat, eroplano, katamtamang dark na kulay ng balat, piloto
👩🏿‍✈	babae, babaeng piloto, babaeng piloto: dark na kulay ng balat, dark na kulay ng balat, eroplano, piloto
👨‍🚀	astronawta, kalawakan, lalaki, lalaking astronawta
👨🏻‍🚀	astronawta, kalawakan, lalaki, lalaking astronawta, lalaking astronawta: light na kulay ng balat, light na kulay ng balat
👨🏼‍🚀	astronawta, kalawakan, katamtamang light na kulay ng balat, lalaki, lalaking astronawta, lalaking astronawta: katamtamang light na kulay ng balat
👨🏽‍🚀	astronawta, kalawakan, katamtamang kulay ng balat, lalaki, lalaking astronawta, lalaking astronawta: katamtamang kulay ng balat
👨🏾‍🚀	astronawta, kalawakan, katamtamang dark na kulay ng balat, lalaki, lalaking astronawta, lalaking astronawta: katamtamang dark na kulay ng balat
👨🏿‍🚀	astronawta, dark na kulay ng balat, kalawakan, lalaki, lalaking astronawta, lalaking astronawta: dark na kulay ng balat
👩‍🚀	astronawta, babae, babaeng astronawta, kalawakan
👩🏻‍🚀	astronawta, babae, babaeng astronawta, babaeng astronawta: light na kulay ng balat, kalawakan, light na kulay ng balat
👩🏼‍🚀	astronawta, babae, babaeng astronawta, babaeng astronawta: katamtamang light na kulay ng balat, kalawakan, katamtamang light na kulay ng balat
👩🏽‍🚀	astronawta, babae, babaeng astronawta, babaeng astronawta: katamtamang kulay ng balat, kalawakan, katamtamang kulay ng balat
👩🏾‍🚀	astronawta, babae, babaeng astronawta, babaeng astronawta: katamtamang dark na kulay ng balat, kalawakan, katamtamang dark na kulay ng balat
👩🏿‍🚀	astronawta, babae, babaeng astronawta, babaeng astronawta: dark na kulay ng balat, dark na kulay ng balat, kalawakan
👨‍🚒	bumbero, lalaki, lalaking bumbero, sunog, trak
👨🏻‍🚒	bumbero, lalaki, lalaking bumbero, lalaking bumbero: light na kulay ng balat, light na kulay ng balat, sunog, trak
👨🏼‍🚒	bumbero, katamtamang light na kulay ng balat, lalaki, lalaking bumbero, lalaking bumbero: katamtamang light na kulay ng balat, sunog, trak
👨🏽‍🚒	bumbero, katamtamang kulay ng balat, lalaki, lalaking bumbero, lalaking bumbero: katamtamang kulay ng balat, sunog, trak
👨🏾‍🚒	bumbero, katamtamang dark na kulay ng balat, lalaki, lalaking bumbero, lalaking bumbero: katamtamang dark na kulay ng balat, sunog, trak
👨🏿‍🚒	bumbero, dark na kulay ng balat, lalaki, lalaking bumbero, lalaking bumbero: dark na kulay ng balat, sunog, trak
👩‍🚒	babae, babaeng bumbero, bumbero, sunog, trak
👩🏻‍🚒	babae, babaeng bumbero, babaeng bumbero: light na kulay ng balat, bumbero, light na kulay ng balat, sunog, trak
👩🏼‍🚒	babae, babaeng bumbero, babaeng bumbero: katamtamang light na kulay ng balat, bumbero, katamtamang light na kulay ng balat, sunog, trak
👩🏽‍🚒	babae, babaeng bumbero, babaeng bumbero: katamtamang kulay ng balat, bumbero, katamtamang kulay ng balat, sunog, trak
👩🏾‍🚒	babae, babaeng bumbero, babaeng bumbero: katamtamang dark na kulay ng balat, bumbero, katamtamang dark na kulay ng balat, sunog, trak
👩🏿‍🚒	babae, babaeng bumbero, babaeng bumbero: dark na kulay ng balat, bumbero, dark na kulay ng balat, sunog, trak
👮	pulis, pulisya
👮🏻	light na kulay ng balat, pulis, pulis: light na kulay ng balat, pulisya
👮🏼	katamtamang light na kulay ng balat, pulis, pulis: katamtamang light na kulay ng balat, pulisya
👮🏽	katamtamang kulay ng balat, pulis, pulis: katamtamang kulay ng balat, pulisya
👮🏾	katamtamang dark na kulay ng balat, pulis, pulis: katamtamang dark na kulay ng balat, pulisya
👮🏿	dark na kulay ng balat, pulis, pulis: dark na kulay ng balat, pulisya
👮‍♂	lalaki, lalaking pulis, pulis, pulisya
👮🏻‍♂	lalaki, lalaking pulis, lalaking pulis: light na kulay ng balat, light na kulay ng balat, pulis, pulisya
👮🏼‍♂	katamtamang light na kulay ng balat, lalaki, lalaking pulis, lalaking pulis: katamtamang light na kulay ng balat, pulis, pulisya
👮🏽‍♂	katamtamang kulay ng balat, lalaki, lalaking pulis, lalaking pulis: katamtamang kulay ng balat, pulis, pulisya
👮🏾‍♂	katamtamang dark na kulay ng balat, lalaki, lalaking pulis, lalaking pulis: katamtamang dark na kulay ng balat, pulis, pulisya
👮🏿‍♂	dark na kulay ng balat, lalaki, lalaking pulis, lalaking pulis: dark na kulay ng balat, pulis, pulisya
👮‍♀	babae, babaeng pulis, pulis, pulisya
👮🏻‍♀	babae, babaeng pulis, babaeng pulis: light na kulay ng balat, light na kulay ng balat, pulis, pulisya
👮🏼‍♀	babae, babaeng pulis, babaeng pulis: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, pulis, pulisya
👮🏽‍♀	babae, babaeng pulis, babaeng pulis: katamtamang kulay ng balat, katamtamang kulay ng balat, pulis, pulisya
👮🏾‍♀	babae, babaeng pulis, babaeng pulis: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, pulis, pulisya
👮🏿‍♀	babae, babaeng pulis, babaeng pulis: dark na kulay ng balat, dark na kulay ng balat, pulis, pulisya
🕵️	detective, espiya, imbestigador
🕵🏻	detective, espiya, imbestigador, imbestigador: light na kulay ng balat, light na kulay ng balat
🕵🏼	detective, espiya, imbestigador, imbestigador: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat
🕵🏽	detective, espiya, imbestigador, imbestigador: katamtamang kulay ng balat, katamtamang kulay ng balat
🕵🏾	detective, espiya, imbestigador, imbestigador: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat
🕵🏿	dark na kulay ng balat, detective, espiya, imbestigador, imbestigador: dark na kulay ng balat
🕵‍♂	detektib, imbestigador, lalaki, lalaking detektib, tiktik
🕵🏻‍♂	detektib, imbestigador, lalaki, lalaking detektib, lalaking detektib: light na kulay ng balat, light na kulay ng balat, tiktik
🕵🏼‍♂	detektib, imbestigador, katamtamang light na kulay ng balat, lalaki, lalaking detektib, lalaking detektib: katamtamang light na kulay ng balat, tiktik
🕵🏽‍♂	detektib, imbestigador, katamtamang kulay ng balat, lalaki, lalaking detektib, lalaking detektib: katamtamang kulay ng balat, tiktik
🕵🏾‍♂	detektib, imbestigador, katamtamang dark na kulay ng balat, lalaki, lalaking detektib, lalaking detektib: katamtamang dark na kulay ng balat, tiktik
🕵🏿‍♂	dark na kulay ng balat, detektib, imbestigador, lalaki, lalaking detektib, lalaking detektib: dark na kulay ng balat, tiktik
🕵‍♀	babae, babaeng detektib, detektib, imbestigador, tiktik
🕵🏻‍♀	babae, babaeng detektib, babaeng detektib: light na kulay ng balat, detektib, imbestigador, light na kulay ng balat, tiktik
🕵🏼‍♀	babae, babaeng detektib, babaeng detektib: katamtamang light na kulay ng balat, detektib, imbestigador, katamtamang light na kulay ng balat, tiktik
🕵🏽‍♀	babae, babaeng detektib, babaeng detektib: katamtamang kulay ng balat, detektib, imbestigador, katamtamang kulay ng balat, tiktik
🕵🏾‍♀	babae, babaeng detektib, babaeng detektib: katamtamang dark na kulay ng balat, detektib, imbestigador, katamtamang dark na kulay ng balat, tiktik
🕵🏿‍♀	babae, babaeng detektib, babaeng detektib: dark na kulay ng balat, dark na kulay ng balat, detektib, imbestigador, tiktik
💂	bodyguard, british, fairy tale, gwardya, kabalyero, king’s guard, queen’s guard
💂🏻	bodyguard, british, fairy tale, gwardya, gwardya: light na kulay ng balat, kabalyero, king’s guard, light na kulay ng balat, queen’s guard
💂🏼	bodyguard, british, fairy tale, gwardya, gwardya: katamtamang light na kulay ng balat, kabalyero, katamtamang light na kulay ng balat, king’s guard, queen’s guard
💂🏽	bodyguard, british, fairy tale, gwardya, gwardya: katamtamang kulay ng balat, kabalyero, katamtamang kulay ng balat, king’s guard, queen’s guard
💂🏾	bodyguard, british, fairy tale, gwardya, gwardya: katamtamang dark na kulay ng balat, kabalyero, katamtamang dark na kulay ng balat, king’s guard, queen’s guard
💂🏿	bodyguard, british, dark na kulay ng balat, fairy tale, gwardya, gwardya: dark na kulay ng balat, kabalyero, king’s guard, queen’s guard
💂‍♂	guwardya, lalaki, lalaking guwardya
💂🏻‍♂	guwardya, lalaki, lalaking guwardya, lalaking guwardya: light na kulay ng balat, light na kulay ng balat
💂🏼‍♂	guwardya, katamtamang light na kulay ng balat, lalaki, lalaking guwardya, lalaking guwardya: katamtamang light na kulay ng balat
