😀	irve, laia naeratusega nägu, naeratus, nägu
👨🏿‍💼	arhitekt, juhataja, meeskontoritöötaja, meeskontoritöötaja: tume nahatoon, tume nahatoon, valgekrae, ärimees
👩‍💼	arhitekt, juhataja, naiskontoritöötaja, valgekrae, ärinaine
👩🏻‍💼	arhitekt, hele nahatoon, juhataja, naiskontoritöötaja, naiskontoritöötaja: hele nahatoon, valgekrae, ärinaine
👩🏼‍💼	arhitekt, juhataja, keskmiselt hele nahatoon, naiskontoritöötaja, naiskontoritöötaja: keskmiselt hele nahatoon, valgekrae, ärinaine
👩🏽‍💼	arhitekt, juhataja, keskmine nahatoon, naiskontoritöötaja, naiskontoritöötaja: keskmine nahatoon, valgekrae, ärinaine
👩🏾‍💼	arhitekt, juhataja, keskmiselt tume nahatoon, naiskontoritöötaja, naiskontoritöötaja: keskmiselt tume nahatoon, valgekrae, ärinaine
👩🏿‍💼	arhitekt, juhataja, naiskontoritöötaja, naiskontoritöötaja: tume nahatoon, tume nahatoon, valgekrae, ärinaine
👨‍🔬	bioloog, füüsik, insener, keemik, meesteadlane
👨🏻‍🔬	bioloog, füüsik, hele nahatoon, insener, keemik, meesteadlane, meesteadlane: hele nahatoon
👨🏼‍🔬	bioloog, füüsik, insener, keemik, keskmiselt hele nahatoon, meesteadlane, meesteadlane: keskmiselt hele nahatoon
👨🏽‍🔬	bioloog, füüsik, insener, keemik, keskmine nahatoon, meesteadlane, meesteadlane: keskmine nahatoon
👨🏾‍🔬	bioloog, füüsik, insener, keemik, keskmiselt tume nahatoon, meesteadlane, meesteadlane: keskmiselt tume nahatoon
👨🏿‍🔬	bioloog, füüsik, insener, keemik, meesteadlane, meesteadlane: tume nahatoon, tume nahatoon
👩‍🔬	bioloog, füüsik, insener, keemik, naisteadlane
👩🏻‍🔬	bioloog, füüsik, hele nahatoon, insener, keemik, naisteadlane, naisteadlane: hele nahatoon
👩🏼‍🔬	bioloog, füüsik, insener, keemik, keskmiselt hele nahatoon, naisteadlane, naisteadlane: keskmiselt hele nahatoon
👩🏽‍🔬	bioloog, füüsik, insener, keemik, keskmine nahatoon, naisteadlane, naisteadlane: keskmine nahatoon
👩🏾‍🔬	bioloog, füüsik, insener, keemik, keskmiselt tume nahatoon, naisteadlane, naisteadlane: keskmiselt tume nahatoon
👩🏿‍🔬	bioloog, füüsik, insener, keemik, naisteadlane, naisteadlane: tume nahatoon, tume nahatoon
👨‍💻	arendaja, mees, meesprogrammeerija, programmeerija, tarkvara, tehnoloog
👨🏻‍💻	arendaja, hele nahatoon, mees, meesprogrammeerija, meesprogrammeerija: hele nahatoon, programmeerija, tarkvara, tehnoloog
👨🏼‍💻	arendaja, keskmiselt hele nahatoon, mees, meesprogrammeerija, meesprogrammeerija: keskmiselt hele nahatoon, programmeerija, tarkvara, tehnoloog
👨🏽‍💻	arendaja, keskmine nahatoon, mees, meesprogrammeerija, meesprogrammeerija: keskmine nahatoon, programmeerija, tarkvara, tehnoloog
👨🏾‍💻	arendaja, keskmiselt tume nahatoon, mees, meesprogrammeerija, meesprogrammeerija: keskmiselt tume nahatoon, programmeerija, tarkvara, tehnoloog
👨🏿‍💻	arendaja, mees, meesprogrammeerija, meesprogrammeerija: tume nahatoon, programmeerija, tarkvara, tehnoloog, tume nahatoon
👩‍💻	arendaja, naine, naisprogrammeerija, programmeerija, tarkvara, tehnoloog
👩🏻‍💻	arendaja, hele nahatoon, naine, naisprogrammeerija, naisprogrammeerija: hele nahatoon, programmeerija, tarkvara, tehnoloog
👩🏼‍💻	arendaja, keskmiselt hele nahatoon, naine, naisprogrammeerija, naisprogrammeerija: keskmiselt hele nahatoon, programmeerija, tarkvara, tehnoloog
👩🏽‍💻	arendaja, keskmine nahatoon, naine, naisprogrammeerija, naisprogrammeerija: keskmine nahatoon, programmeerija, tarkvara, tehnoloog
👩🏾‍💻	arendaja, keskmiselt tume nahatoon, naine, naisprogrammeerija, naisprogrammeerija: keskmiselt tume nahatoon, programmeerija, tarkvara, tehnoloog
👩🏿‍💻	arendaja, naine, naisprogrammeerija, naisprogrammeerija: tume nahatoon, programmeerija, tarkvara, tehnoloog, tume nahatoon
👨‍🎤	artist, laulja, mees, meeslaulja, staar
👨🏻‍🎤	artist, hele nahatoon, laulja, mees, meeslaulja, meeslaulja: hele nahatoon, staar
👨🏼‍🎤	artist, keskmiselt hele nahatoon, laulja, mees, meeslaulja, meeslaulja: keskmiselt hele nahatoon, staar
👨🏽‍🎤	artist, keskmine nahatoon, laulja, mees, meeslaulja, meeslaulja: keskmine nahatoon, staar
👨🏾‍🎤	artist, keskmiselt tume nahatoon, laulja, mees, meeslaulja, meeslaulja: keskmiselt tume nahatoon, staar
👨🏿‍🎤	artist, laulja, mees, meeslaulja, meeslaulja: tume nahatoon, staar, tume nahatoon
👩‍🎤	artist, laulja, naine, naislaulja, staar
👩🏻‍🎤	artist, hele nahatoon, laulja, naine, naislaulja, naislaulja: hele nahatoon, staar
👩🏼‍🎤	artist, keskmiselt hele nahatoon, laulja, naine, naislaulja, naislaulja: keskmiselt hele nahatoon, staar
👩🏽‍🎤	artist, keskmine nahatoon, laulja, naine, naislaulja, naislaulja: keskmine nahatoon, staar
👩🏾‍🎤	artist, keskmiselt tume nahatoon, laulja, naine, naislaulja, naislaulja: keskmiselt tume nahatoon, staar
👩🏿‍🎤	artist, laulja, naine, naislaulja, naislaulja: tume nahatoon, staar, tume nahatoon
👨‍🎨	kunstnik, mees, meeskunstnik, palett
👨🏻‍🎨	hele nahatoon, kunstnik, mees, meeskunstnik, meeskunstnik: hele nahatoon, palett
👨🏼‍🎨	keskmiselt hele nahatoon, kunstnik, mees, meeskunstnik, meeskunstnik: keskmiselt hele nahatoon, palett
👨🏽‍🎨	keskmine nahatoon, kunstnik, mees, meeskunstnik, meeskunstnik: keskmine nahatoon, palett
👨🏾‍🎨	keskmiselt tume nahatoon, kunstnik, mees, meeskunstnik, meeskunstnik: keskmiselt tume nahatoon, palett
👨🏿‍🎨	kunstnik, mees, meeskunstnik, meeskunstnik: tume nahatoon, palett, tume nahatoon
👩‍🎨	kunstnik, naine, naiskunstnik, palett
👩🏻‍🎨	hele nahatoon, kunstnik, naine, naiskunstnik, naiskunstnik: hele nahatoon, palett
👩🏼‍🎨	keskmiselt hele nahatoon, kunstnik, naine, naiskunstnik, naiskunstnik: keskmiselt hele nahatoon, palett
👩🏽‍🎨	keskmine nahatoon, kunstnik, naine, naiskunstnik, naiskunstnik: keskmine nahatoon, palett
👩🏾‍🎨	keskmiselt tume nahatoon, kunstnik, naine, naiskunstnik, naiskunstnik: keskmiselt tume nahatoon, palett
👩🏿‍🎨	kunstnik, naine, naiskunstnik, naiskunstnik: tume nahatoon, palett, tume nahatoon
👨‍✈	lendur, lennuk, mees, meespiloot, piloot
👨🏻‍✈	hele nahatoon, lendur, lennuk, mees, meespiloot, meespiloot: hele nahatoon, piloot
👨🏼‍✈	keskmiselt hele nahatoon, lendur, lennuk, mees, meespiloot, meespiloot: keskmiselt hele nahatoon, piloot
👨🏽‍✈	keskmine nahatoon, lendur, lennuk, mees, meespiloot, meespiloot: keskmine nahatoon, piloot
👨🏾‍✈	keskmiselt tume nahatoon, lendur, lennuk, mees, meespiloot, meespiloot: keskmiselt tume nahatoon, piloot
👨🏿‍✈	lendur, lennuk, mees, meespiloot, meespiloot: tume nahatoon, piloot, tume nahatoon
👩‍✈	lendur, lennuk, naine, naispiloot, piloot
👩🏻‍✈	hele nahatoon, lendur, lennuk, naine, naispiloot, naispiloot: hele nahatoon, piloot
👩🏼‍✈	keskmiselt hele nahatoon, lendur, lennuk, naine, naispiloot, naispiloot: keskmiselt hele nahatoon, piloot
👩🏽‍✈	keskmine nahatoon, lendur, lennuk, naine, naispiloot, naispiloot: keskmine nahatoon, piloot
👩🏾‍✈	keskmiselt tume nahatoon, lendur, lennuk, naine, naispiloot, naispiloot: keskmiselt tume nahatoon, piloot
👩🏿‍✈	lendur, lennuk, naine, naispiloot, naispiloot: tume nahatoon, piloot, tume nahatoon
👨‍🚀	astronaut, kosmos, mees, meesastronaut, rakett
👨🏻‍🚀	astronaut, hele nahatoon, kosmos, mees, meesastronaut, meesastronaut: hele nahatoon, rakett
👨🏼‍🚀	astronaut, keskmiselt hele nahatoon, kosmos, mees, meesastronaut, meesastronaut: keskmiselt hele nahatoon, rakett
👨🏽‍🚀	astronaut, keskmine nahatoon, kosmos, mees, meesastronaut, meesastronaut: keskmine nahatoon, rakett
👨🏾‍🚀	astronaut, keskmiselt tume nahatoon, kosmos, mees, meesastronaut, meesastronaut: keskmiselt tume nahatoon, rakett
👨🏿‍🚀	astronaut, kosmos, mees, meesastronaut, meesastronaut: tume nahatoon, rakett, tume nahatoon
👩‍🚀	astronaut, kosmos, naine, naisastronaut, rakett
👩🏻‍🚀	astronaut, hele nahatoon, kosmos, naine, naisastronaut, naisastronaut: hele nahatoon, rakett
👩🏼‍🚀	astronaut, keskmiselt hele nahatoon, kosmos, naine, naisastronaut, naisastronaut: keskmiselt hele nahatoon, rakett
👩🏽‍🚀	astronaut, keskmine nahatoon, kosmos, naine, naisastronaut, naisastronaut: keskmine nahatoon, rakett
👩🏾‍🚀	astronaut, keskmiselt tume nahatoon, kosmos, naine, naisastronaut, naisastronaut: keskmiselt tume nahatoon, rakett
👩🏿‍🚀	astronaut, kosmos, naine, naisastronaut, naisastronaut: tume nahatoon, rakett, tume nahatoon
👨‍🚒	mees, meestuletõrjuja, tuletõrjeauto, tuletõrjuja
👨🏻‍🚒	hele nahatoon, mees, meestuletõrjuja, meestuletõrjuja: hele nahatoon, tuletõrjeauto, tuletõrjuja
👨🏼‍🚒	keskmiselt hele nahatoon, mees, meestuletõrjuja, meestuletõrjuja: keskmiselt hele nahatoon, tuletõrjeauto, tuletõrjuja
👨🏽‍🚒	keskmine nahatoon, mees, meestuletõrjuja, meestuletõrjuja: keskmine nahatoon, tuletõrjeauto, tuletõrjuja
👨🏾‍🚒	keskmiselt tume nahatoon, mees, meestuletõrjuja, meestuletõrjuja: keskmiselt tume nahatoon, tuletõrjeauto, tuletõrjuja
👨🏿‍🚒	mees, meestuletõrjuja, meestuletõrjuja: tume nahatoon, tuletõrjeauto, tuletõrjuja, tume nahatoon
👩‍🚒	naine, naistuletõrjuja, tuletõrjeauto, tuletõrjuja
👩🏻‍🚒	hele nahatoon, naine, naistuletõrjuja, naistuletõrjuja: hele nahatoon, tuletõrjeauto, tuletõrjuja
👩🏼‍🚒	keskmiselt hele nahatoon, naine, naistuletõrjuja, naistuletõrjuja: keskmiselt hele nahatoon, tuletõrjeauto, tuletõrjuja
👩🏽‍🚒	keskmine nahatoon, naine, naistuletõrjuja, naistuletõrjuja: keskmine nahatoon, tuletõrjeauto, tuletõrjuja
👩🏾‍🚒	keskmiselt tume nahatoon, naine, naistuletõrjuja, naistuletõrjuja: keskmiselt tume nahatoon, tuletõrjeauto, tuletõrjuja
👩🏿‍🚒	naine, naistuletõrjuja, naistuletõrjuja: tume nahatoon, tuletõrjeauto, tuletõrjuja, tume nahatoon
👮	politsei, politseinik
👮🏻	hele nahatoon, politsei, politseinik, politseinik: hele nahatoon
👮🏼	keskmiselt hele nahatoon, politsei, politseinik, politseinik: keskmiselt hele nahatoon
👮🏽	keskmine nahatoon, politsei, politseinik, politseinik: keskmine nahatoon
👮🏾	keskmiselt tume nahatoon, politsei, politseinik, politseinik: keskmiselt tume nahatoon
👮🏿	politsei, politseinik, politseinik: tume nahatoon, tume nahatoon
👮‍♂	konstaabel, mees, meespolitseinik, politseinik
👮🏻‍♂	hele nahatoon, konstaabel, mees, meespolitseinik, meespolitseinik: hele nahatoon, politseinik
👮🏼‍♂	keskmiselt hele nahatoon, konstaabel, mees, meespolitseinik, meespolitseinik: keskmiselt hele nahatoon, politseinik
👮🏽‍♂	keskmine nahatoon, konstaabel, mees, meespolitseinik, meespolitseinik: keskmine nahatoon, politseinik
👮🏾‍♂	keskmiselt tume nahatoon, konstaabel, mees, meespolitseinik, meespolitseinik: keskmiselt tume nahatoon, politseinik
👮🏿‍♂	konstaabel, mees, meespolitseinik, meespolitseinik: tume nahatoon, politseinik, tume nahatoon
👮‍♀	konstaabel, naine, naispolitseinik, politseinik
👮🏻‍♀	hele nahatoon, konstaabel, naine, naispolitseinik, naispolitseinik: hele nahatoon, politseinik
👮🏼‍♀	keskmiselt hele nahatoon, konstaabel, naine, naispolitseinik, naispolitseinik: keskmiselt hele nahatoon, politseinik
👮🏽‍♀	keskmine nahatoon, konstaabel, naine, naispolitseinik, naispolitseinik: keskmine nahatoon, politseinik
👮🏾‍♀	keskmiselt tume nahatoon, konstaabel, naine, naispolitseinik, naispolitseinik: keskmiselt tume nahatoon, politseinik
👮🏿‍♀	konstaabel, naine, naispolitseinik, naispolitseinik: tume nahatoon, politseinik, tume nahatoon
🕵️	detektiiv, spioon, uurija
🕵🏻	detektiiv, detektiiv: hele nahatoon, hele nahatoon, spioon, uurija
🕵🏼	detektiiv, detektiiv: keskmiselt hele nahatoon, keskmiselt hele nahatoon, spioon, uurija
🕵🏽	detektiiv, detektiiv: keskmine nahatoon, keskmine nahatoon, spioon, uurija
🕵🏾	detektiiv, detektiiv: keskmiselt tume nahatoon, keskmiselt tume nahatoon, spioon, uurija
🕵🏿	detektiiv, detektiiv: tume nahatoon, spioon, tume nahatoon, uurija
🕵‍♂	detektiiv, mees, meesdetektiiv, spioon, uurija
🕵🏻‍♂	detektiiv, hele nahatoon, mees, meesdetektiiv, meesdetektiiv: hele nahatoon, spioon, uurija
🕵🏼‍♂	detektiiv, keskmiselt hele nahatoon, mees, meesdetektiiv, meesdetektiiv: keskmiselt hele nahatoon, spioon, uurija
🕵🏽‍♂	detektiiv, keskmine nahatoon, mees, meesdetektiiv, meesdetektiiv: keskmine nahatoon, spioon, uurija
🕵🏾‍♂	detektiiv, keskmiselt tume nahatoon, mees, meesdetektiiv, meesdetektiiv: keskmiselt tume nahatoon, spioon, uurija
🕵🏿‍♂	detektiiv, mees, meesdetektiiv, meesdetektiiv: tume nahatoon, spioon, tume nahatoon, uurija
🕵‍♀	detektiiv, naine, naisdetektiiv, spioon, uurija
🕵🏻‍♀	detektiiv, hele nahatoon, naine, naisdetektiiv, naisdetektiiv: hele nahatoon, spioon, uurija
🕵🏼‍♀	detektiiv, keskmiselt hele nahatoon, naine, naisdetektiiv, naisdetektiiv: keskmiselt hele nahatoon, spioon, uurija
🕵🏽‍♀	detektiiv, keskmine nahatoon, naine, naisdetektiiv, naisdetektiiv: keskmine nahatoon, spioon, uurija
🕵🏾‍♀	detektiiv, keskmiselt tume nahatoon, naine, naisdetektiiv, naisdetektiiv: keskmiselt tume nahatoon, spioon, uurija
🕵🏿‍♀	detektiiv, naine, naisdetektiiv, naisdetektiiv: tume nahatoon, spioon, tume nahatoon, uurija
💂	valvur
💂🏻	hele nahatoon, valvur, valvur: hele nahatoon
💂🏼	keskmiselt hele nahatoon, valvur, valvur: keskmiselt hele nahatoon
💂🏽	keskmine nahatoon, valvur, valvur: keskmine nahatoon
💂🏾	keskmiselt tume nahatoon, valvur, valvur: keskmiselt tume nahatoon
💂🏿	tume nahatoon, valvur, valvur: tume nahatoon
💂‍♂	mees, meesvalvur, valvur
💂🏻‍♂	hele nahatoon, mees, meesvalvur, meesvalvur: hele nahatoon, valvur
💂🏼‍♂	keskmiselt hele nahatoon, mees, meesvalvur, meesvalvur: keskmiselt hele nahatoon, valvur
💂🏽‍♂	keskmine nahatoon, mees, meesvalvur, meesvalvur: keskmine nahatoon, valvur
💂🏾‍♂	keskmiselt tume nahatoon, mees, meesvalvur, meesvalvur: keskmiselt tume nahatoon, valvur
💂🏿‍♂	mees, meesvalvur, meesvalvur: tume nahatoon, tume nahatoon, valvur
💂‍♀	naine, naisvalvur, valvur
💂🏻‍♀	hele nahatoon, naine, naisvalvur, naisvalvur: hele nahatoon, valvur
💂🏼‍♀	keskmiselt hele nahatoon, naine, naisvalvur, naisvalvur: keskmiselt hele nahatoon, valvur
💂🏽‍♀	keskmine nahatoon, naine, naisvalvur, naisvalvur: keskmine nahatoon, valvur
💂🏾‍♀	keskmiselt tume nahatoon, naine, naisvalvur, naisvalvur: keskmiselt tume nahatoon, valvur
💂🏿‍♀	naine, naisvalvur, naisvalvur: tume nahatoon, tume nahatoon, valvur
👷	ehitaja, ehitus, kiiver, tööline
👷🏻	ehitaja, ehitaja: hele nahatoon, ehitus, hele nahatoon, kiiver, tööline
👷🏼	ehitaja, ehitaja: keskmiselt hele nahatoon, ehitus, keskmiselt hele nahatoon, kiiver, tööline
👷🏽	ehitaja, ehitaja: keskmine nahatoon, ehitus, keskmine nahatoon, kiiver, tööline
👷🏾	ehitaja, ehitaja: keskmiselt tume nahatoon, ehitus, keskmiselt tume nahatoon, kiiver, tööline
👷🏿	ehitaja, ehitaja: tume nahatoon, ehitus, kiiver, tume nahatoon, tööline
👷‍♂	ehitaja, ehitus, kiiver, mees, meesehitaja
👷🏻‍♂	ehitaja, ehitus, hele nahatoon, kiiver, mees, meesehitaja, meesehitaja: hele nahatoon
👷🏼‍♂	ehitaja, ehitus, keskmiselt hele nahatoon, kiiver, mees, meesehitaja, meesehitaja: keskmiselt hele nahatoon
👷🏽‍♂	ehitaja, ehitus, keskmine nahatoon, kiiver, mees, meesehitaja, meesehitaja: keskmine nahatoon
👷🏾‍♂	ehitaja, ehitus, keskmiselt tume nahatoon, kiiver, mees, meesehitaja, meesehitaja: keskmiselt tume nahatoon
👷🏿‍♂	ehitaja, ehitus, kiiver, mees, meesehitaja, meesehitaja: tume nahatoon, tume nahatoon
👷‍♀	ehitaja, ehitus, kiiver, naine, naisehitaja
👷🏻‍♀	ehitaja, ehitus, hele nahatoon, kiiver, naine, naisehitaja, naisehitaja: hele nahatoon
👷🏼‍♀	ehitaja, ehitus, keskmiselt hele nahatoon, kiiver, naine, naisehitaja, naisehitaja: keskmiselt hele nahatoon
👷🏽‍♀	ehitaja, ehitus, keskmine nahatoon, kiiver, naine, naisehitaja, naisehitaja: keskmine nahatoon
👷🏾‍♀	ehitaja, ehitus, keskmiselt tume nahatoon, kiiver, naine, naisehitaja, naisehitaja: keskmiselt tume nahatoon
👷🏿‍♀	ehitaja, ehitus, kiiver, naine, naisehitaja, naisehitaja: tume nahatoon, tume nahatoon
🤴	prints
🤴🏻	hele nahatoon, prints, prints: hele nahatoon
🤴🏼	keskmiselt hele nahatoon, prints, prints: keskmiselt hele nahatoon
🤴🏽	keskmine nahatoon, prints, prints: keskmine nahatoon
🤴🏾	keskmiselt tume nahatoon, prints, prints: keskmiselt tume nahatoon
🤴🏿	prints, prints: tume nahatoon, tume nahatoon
👸	fantaasia, muinasjutt, printsess
👸🏻	fantaasia, hele nahatoon, muinasjutt, printsess, printsess: hele nahatoon
👸🏼	fantaasia, keskmiselt hele nahatoon, muinasjutt, printsess, printsess: keskmiselt hele nahatoon
👸🏽	fantaasia, keskmine nahatoon, muinasjutt, printsess, printsess: keskmine nahatoon
👸🏾	fantaasia, keskmiselt tume nahatoon, muinasjutt, printsess, printsess: keskmiselt tume nahatoon
👸🏿	fantaasia, muinasjutt, printsess, printsess: tume nahatoon, tume nahatoon
👳	mees, turban, turbaniga inimene
👳🏻	hele nahatoon, mees, turban, turbaniga inimene, turbaniga inimene: hele nahatoon
👳🏼	keskmiselt hele nahatoon, mees, turban, turbaniga inimene, turbaniga inimene: keskmiselt hele nahatoon
👳🏽	keskmine nahatoon, mees, turban, turbaniga inimene, turbaniga inimene: keskmine nahatoon
👳🏾	keskmiselt tume nahatoon, mees, turban, turbaniga inimene, turbaniga inimene: keskmiselt tume nahatoon
👳🏿	mees, tume nahatoon, turban, turbaniga inimene, turbaniga inimene: tume nahatoon
👳‍♂	mees, mees turbaniga, turban
👳🏻‍♂	hele nahatoon, mees, mees turbaniga, mees turbaniga: hele nahatoon, turban
👳🏼‍♂	keskmiselt hele nahatoon, mees, mees turbaniga, mees turbaniga: keskmiselt hele nahatoon, turban
👳🏽‍♂	keskmine nahatoon, mees, mees turbaniga, mees turbaniga: keskmine nahatoon, turban
👳🏾‍♂	keskmiselt tume nahatoon, mees, mees turbaniga, mees turbaniga: keskmiselt tume nahatoon, turban
👳🏿‍♂	mees, mees turbaniga, mees turbaniga: tume nahatoon, tume nahatoon, turban
👳‍♀	naine, naine turbaninga, turban
👳🏻‍♀	hele nahatoon, naine, naine turbaninga, naine turbaninga: hele nahatoon, turban
👳🏼‍♀	keskmiselt hele nahatoon, naine, naine turbaninga, naine turbaninga: keskmiselt hele nahatoon, turban
👳🏽‍♀	keskmine nahatoon, naine, naine turbaninga, naine turbaninga: keskmine nahatoon, turban
👳🏾‍♀	keskmiselt tume nahatoon, naine, naine turbaninga, naine turbaninga: keskmiselt tume nahatoon, turban
